population,access_rate,beta,pfprunder5,pfpr2to10,pfprall
75.0,0.5,0.15,0.534454863867324,0.454014981305494,0.36631613442325783
75.0,0.5,0.2,0.5996214348537876,0.48810069802399897,0.3904708846773389
75.0,0.5,0.25,0.6654873151085253,0.5498788207176781,0.4345451466851361
75.0,0.5,0.3,0.6891390906551051,0.5784432657748055,0.4520741052241205
75.0,0.5,0.4,0.7559991229742815,0.6391747058601718,0.4974141521433614
75.0,0.5,0.5,0.7830124008099151,0.6533773617947167,0.5038460089093482
75.0,0.5,0.6,0.796060856020717,0.6722280682719954,0.523060063211149
75.0,0.5,0.8,0.8520309164416286,0.7365392904890207,0.5746240048329905
75.0,0.5,1.0,0.8653722046989728,0.7530169528174514,0.5929148969243231
100.0,0.5,0.001,0.0,0.0,0.0
100.0,0.5,0.005,0.0,0.0,0.0
100.0,0.5,0.01,0.0,0.0,0.0
100.0,0.5,0.0125,0.0,0.0,0.0
100.0,0.5,0.015,0.00967966718365435,0.009095053995258662,0.007702804732369726
100.0,0.5,0.02,0.02541574692045921,0.022606979449639637,0.023734984174215094
100.0,0.5,0.03,0.15024909699824285,0.13301669260370846,0.12271372501071127
100.0,0.5,0.04,0.19888011331583805,0.17928221656171456,0.15868486187735553
100.0,0.5,0.05,0.2798640926023158,0.23970634641696234,0.20432852256762418
100.0,0.5,0.1,0.4295852725001935,0.36838667996442453,0.3026069385914415
100.0,0.5,0.15,0.5546457482266088,0.45505597990634394,0.37131789864324133
100.0,0.5,0.2,0.6037224144468756,0.49368451354010834,0.400037383052675
100.0,0.5,0.25,0.6612205487663373,0.5379660868165171,0.4322767843856841
100.0,0.5,0.3,0.6959612365302016,0.5751804212739303,0.4496435890551357
100.0,0.5,0.4,0.7476750696333475,0.6222124243648505,0.4903064431070517
100.0,0.5,0.5,0.7874934139126543,0.6524722587418006,0.5157768369607852
100.0,0.5,0.6,0.8242871423522772,0.6924670902397841,0.547418373254709
100.0,0.5,0.8,0.8454254372057723,0.7070166383032016,0.566325396070296
100.0,0.5,1.0,0.8694823398746939,0.7621499324763379,0.6019329411641611
250.0,0.5,0.001,0.0,0.0,0.0
250.0,0.5,0.005,0.0,0.0,0.0
250.0,0.5,0.01,0.0007522842448363397,0.0010401807374107144,0.0009414020006814096
250.0,0.5,0.0125,0.007672648774382773,0.007443236774993674,0.0072318362646725835
250.0,0.5,0.015,0.04723617534197824,0.04413267170341101,0.042102710986044393
250.0,0.5,0.02,0.11617238289734733,0.10455133303140256,0.09534172413492974
250.0,0.5,0.03,0.1888661474757726,0.15976913230120837,0.14640984340982294
250.0,0.5,0.04,0.24056761977153768,0.20873794625115488,0.18064919776174582
250.0,0.5,0.05,0.28763075143132494,0.24843197149255242,0.2187378736808702
250.0,0.5,0.1,0.4376071193186074,0.36651514701190513,0.308128707676934
250.0,0.5,0.15,0.5529390442777269,0.4544989736001003,0.3720007440914559
250.0,0.5,0.2,0.6170155607552746,0.5091636748214532,0.4048804652505302
250.0,0.5,0.25,0.6499507860164414,0.5332022259901734,0.42603925233790807
250.0,0.5,0.3,0.7029602681213399,0.5769446229826529,0.45059573485424587
250.0,0.5,0.4,0.758381713361983,0.620215221220962,0.4897220323985173
250.0,0.5,0.5,0.7973740739718718,0.660907517190426,0.5181009196016079
250.0,0.5,0.6,0.8241713037069646,0.6844902862508196,0.5423838809281105
250.0,0.5,0.8,0.8485031900441664,0.7217036072037184,0.5682760495611454
250.0,0.5,1.0,0.8653877231149011,0.7556293023872821,0.5979060120382693
500.0,0.5,0.001,0.0,0.0,0.0
500.0,0.5,0.005,0.0,0.0,0.0
500.0,0.5,0.01,0.014349932876756422,0.013691606588890324,0.013027971978794007
500.0,0.5,0.0125,0.05027771025583309,0.04799625065423252,0.04398744041239177
500.0,0.5,0.015,0.075564806691567,0.07100513750695481,0.06617645720583523
500.0,0.5,0.02,0.12024036357016024,0.10703356293070321,0.10003327175627696
500.0,0.5,0.03,0.18463539340966195,0.16289259576171633,0.1467611976832646
500.0,0.5,0.04,0.23578412470488389,0.20475284657232545,0.18124009648046258
500.0,0.5,0.05,0.2847622406768944,0.24595396280009788,0.21367184070875248
500.0,0.5,0.1,0.44303075129863084,0.3693180111050249,0.30935255320679333
500.0,0.5,0.15,0.5551838240775512,0.4577699584367587,0.37348004204044366
500.0,0.5,0.2,0.617883561170754,0.5074644697302813,0.40881669411052196
500.0,0.5,0.25,0.6744845875506842,0.5461248857027621,0.4339492002349446
500.0,0.5,0.3,0.7144818661653154,0.5823488884307758,0.4616548554251293
500.0,0.5,0.4,0.7673881449615986,0.6268929779948753,0.49455899407757054
500.0,0.5,0.5,0.8033234963449918,0.6635855332186997,0.5233330660118745
500.0,0.5,0.6,0.8254520277152835,0.6937692848793866,0.5425219105532831
500.0,0.5,0.8,0.8545404061525097,0.7314366246399513,0.5767662416646198
500.0,0.5,1.0,0.8728346439223799,0.7587520788031343,0.5998325439068231
1000.0,0.5,0.001,0.0,0.0,0.0
1000.0,0.5,0.005,0.0,0.0,0.0
1000.0,0.5,0.01,0.025079095337171824,0.025046227084258417,0.02370621859150255
1000.0,0.5,0.0125,0.059186084140910276,0.056556556875642296,0.05301659657366838
1000.0,0.5,0.015,0.0807893717224756,0.07310375228790786,0.06770865055304492
1000.0,0.5,0.02,0.11948067773717552,0.10682150738002434,0.09918095197147661
1000.0,0.5,0.03,0.19109664580175265,0.16848132845989758,0.14982239166098932
1000.0,0.5,0.04,0.24360933002851679,0.21013615073929737,0.18661885578146237
1000.0,0.5,0.05,0.290480504658727,0.24703613700769012,0.21622568429877145
1000.0,0.5,0.1,0.4480370043881064,0.3750274731739255,0.31322780033125375
1000.0,0.5,0.15,0.5435571185168386,0.4492157060043377,0.3648056247440762
1000.0,0.5,0.2,0.6160242633239204,0.5054125018267974,0.4063496266873317
1000.0,0.5,0.25,0.6728700519429676,0.548234102890894,0.4360615274922134
1000.0,0.5,0.3,0.7007686634834738,0.5741978195835171,0.4522684194960481
1000.0,0.5,0.4,0.7652455104952313,0.6248596244930028,0.4917466936566936
1000.0,0.5,0.5,0.7996689741602908,0.6593605402897362,0.5213234110253355
1000.0,0.5,0.6,0.8250755679324044,0.6946957158174959,0.5433262495807039
1000.0,0.5,0.8,0.8557693057478556,0.7356645040521276,0.5786540232357895
1000.0,0.5,1.0,0.8698171747657739,0.7582996707608053,0.601013538186757
2000.0,0.5,0.001,0.0,0.0,0.0
2000.0,0.5,0.005,0.0,0.0,0.0
2000.0,0.5,0.01,0.03309385163336991,0.03226953870631393,0.03040434027382364
2000.0,0.5,0.0125,0.06270131243035329,0.05933532206146262,0.05564331168741169
2000.0,0.5,0.015,0.08048209445991225,0.07472427738239668,0.06868748152272729
2000.0,0.5,0.02,0.12111231805788492,0.10784567033468948,0.09822896632650828
2000.0,0.5,0.03,0.19020399814700178,0.16544375909187914,0.14836896293825524
2000.0,0.5,0.04,0.24060304313753939,0.20794324649887722,0.18405629812895047
2000.0,0.5,0.05,0.29025828512555,0.24898125270998964,0.21759893239899938
2000.0,0.5,0.1,0.44848081184001637,0.3739302371406449,0.31446976475963473
2000.0,0.5,0.15,0.5470986763588478,0.4496782106539644,0.36735177107887357
2000.0,0.5,0.2,0.6147863529505142,0.5049375129948237,0.403750776423044
2000.0,0.5,0.25,0.6707292741281758,0.5454551799110213,0.4326742859724411
2000.0,0.5,0.3,0.7062602657783296,0.5778631005438144,0.45882245012679695
2000.0,0.5,0.4,0.766753716755243,0.6296120497172237,0.4948896687970602
2000.0,0.5,0.5,0.7995867401608951,0.6633919879962237,0.5200176520181577
2000.0,0.5,0.6,0.8243828286904229,0.6935535882847833,0.5462556724730698
2000.0,0.5,0.8,0.8546057971694367,0.7335395613978164,0.5783921582151467
2000.0,0.5,1.0,0.8714529865735503,0.7562598051706854,0.6022662616661464
5000.0,0.5,0.001,0.0,0.0,0.0
5000.0,0.5,0.005,0.0,0.0,0.0
5000.0,0.5,0.01,0.03695306753247238,0.0352258778185244,0.03357620053732034
5000.0,0.5,0.0125,0.059052699679261154,0.055866656835223995,0.05198934114643715
5000.0,0.5,0.015,0.08078294407608881,0.07525715961171166,0.06957032564074675
5000.0,0.5,0.02,0.11963633298870786,0.10750693055136384,0.09791902780155934
5000.0,0.5,0.03,0.18749455202443913,0.16378854782409766,0.1471641047085745
5000.0,0.5,0.04,0.241199789424076,0.20794780675719368,0.1843716285248251
5000.0,0.5,0.05,0.28533576151243556,0.24416730589929997,0.21406527515634646
5000.0,0.5,0.1,0.44650428691715105,0.37276329552312887,0.31241560845398186
5000.0,0.5,0.15,0.5472235166024284,0.4514095085110547,0.36746575007628585
5000.0,0.5,0.2,0.6178647921982481,0.5046412360838494,0.40553685871793144
5000.0,0.5,0.25,0.6712889786197379,0.5481798980203479,0.43420594066611756
5000.0,0.5,0.3,0.7105634882184079,0.5800386359665151,0.4578949426128471
5000.0,0.5,0.4,0.7660955141949775,0.6312997622937868,0.4949399030657943
5000.0,0.5,0.5,0.8015582145110913,0.6659142758816888,0.5209382116143298
5000.0,0.5,0.6,0.8250354944725242,0.6921802053880508,0.5437084244923881
5000.0,0.5,0.8,0.8554191034748723,0.7315495365351847,0.5771456680519975
5000.0,0.5,1.0,0.8715471638072169,0.7569187734288324,0.6027008022863889
10000.0,0.5,0.001,0.0,0.0,0.0
10000.0,0.5,0.005,0.0,0.0,0.0
10000.0,0.5,0.01,0.03450703888593305,0.03337729857488485,0.031460231067873254
10000.0,0.5,0.0125,0.060692620988902414,0.05704254668372488,0.05319930521064185
10000.0,0.5,0.015,0.08049343458017442,0.07499747282803888,0.06915561152906251
10000.0,0.5,0.02,0.12324136644863108,0.11030909749259266,0.101003979109383
10000.0,0.5,0.03,0.1875811366483923,0.16366688904149748,0.1471199602430115
10000.0,0.5,0.04,0.24187081192906912,0.20829083599806766,0.18494706919240417
10000.0,0.5,0.05,0.28745835611570475,0.2460902239631444,0.21620977287363705
10000.0,0.5,0.1,0.44682845536583893,0.37336924803218946,0.31212209366756427
10000.0,0.5,0.15,0.5516225081364785,0.454612438974171,0.36995631157182673
10000.0,0.5,0.2,0.6208225666871066,0.5072958015941785,0.40654022107338317
10000.0,0.5,0.25,0.6714129576694184,0.5475088499517909,0.4353663029977131
10000.0,0.5,0.3,0.7122477485322182,0.5812383118691186,0.45860263779731536
10000.0,0.5,0.4,0.7671521167217612,0.6296436038965064,0.49472490877237946
10000.0,0.5,0.5,0.8002558148323466,0.6634273555889405,0.520057541412285
10000.0,0.5,0.6,0.8246975797746486,0.6913263482644268,0.5423283491501596
10000.0,0.5,0.8,0.8542022646862151,0.7320419341063641,0.5767783883455586
10000.0,0.5,1.0,0.8723442922050498,0.7579186155780493,0.6024372772098477
15000.0,0.5,0.001,0.0,0.0,0.0
15000.0,0.5,0.005,0.0,0.0,0.0
15000.0,0.5,0.01,0.034285453114430764,0.03307816230570934,0.03129602314204991
15000.0,0.5,0.0125,0.05946889608465041,0.05599613540658199,0.052388197589927854
15000.0,0.5,0.015,0.08201222170600692,0.07564534148125043,0.06987375805010734
15000.0,0.5,0.02,0.12267425539324006,0.10973433392416984,0.10028922264700062
15000.0,0.5,0.03,0.18792805160413267,0.16379934779603889,0.14736329349863045
15000.0,0.5,0.04,0.24174931881415387,0.20892825607926596,0.1850576852422654
15000.0,0.5,0.05,0.2870030021045825,0.24553603699719365,0.2149141581313166
15000.0,0.5,0.1,0.44722515210292474,0.3734739522536573,0.31281291703529757
15000.0,0.5,0.15,0.5501383600836822,0.45356212244682464,0.36891893414681565
15000.0,0.5,0.2,0.6215491008060489,0.5082732223383537,0.40712781049908
15000.0,0.5,0.25,0.6718796308345809,0.5478826195861994,0.4352843303734978
15000.0,0.5,0.3,0.7119057237147238,0.5808146686444962,0.4590567216018351
15000.0,0.5,0.4,0.7668256534758909,0.6299205731332734,0.4952768029355002
15000.0,0.5,0.5,0.8016993701398126,0.6641927016706833,0.5207670632160208
15000.0,0.5,0.6,0.8253074594122942,0.6921298647960393,0.5433405427164832
15000.0,0.5,0.8,0.8546264750705804,0.7316038588936828,0.5773026798369459
15000.0,0.5,1.0,0.8722919324628755,0.7575250248473504,0.6025818181758107
20000.0,0.5,0.001,0.0,0.0,0.0
20000.0,0.5,0.005,0.0,0.0,0.0
20000.0,0.5,0.01,0.034374658327402954,0.03341025126581063,0.031509337120116616
20000.0,0.5,0.0125,0.060243605449470786,0.0565175870389623,0.052770331459093045
20000.0,0.5,0.015,0.08344553738998346,0.07671104432337303,0.07083088353758434
20000.0,0.5,0.02,0.12062182283021024,0.10853613911104062,0.0989351752552966
20000.0,0.5,0.03,0.18855437520837381,0.16506006798464218,0.14819454456947878
20000.0,0.5,0.04,0.24173220728589664,0.2090485904777676,0.1850143656043482
20000.0,0.5,0.05,0.2887066762773277,0.24659412294537816,0.2161296660761185
20000.0,0.5,0.1,0.44789501014756705,0.3747740641142512,0.3131068436640239
20000.0,0.5,0.15,0.5497928209071945,0.4528553691666562,0.3684631981800377
20000.0,0.5,0.2,0.6204942517536716,0.5076904846598678,0.4063112234389541
20000.0,0.5,0.25,0.6720642811337371,0.547050433558492,0.43503352549216157
20000.0,0.5,0.3,0.7130044237936968,0.5821903813722442,0.4596219489715865
20000.0,0.5,0.4,0.7665101511612162,0.6307396154461451,0.49452381857640787
20000.0,0.5,0.5,0.8015455308871549,0.6650985355273727,0.5212707323224943
20000.0,0.5,0.6,0.8250964929177398,0.6917655337961437,0.5432075946494735
20000.0,0.5,0.8,0.8545270563028069,0.7307117190590858,0.5763533308632234
20000.0,0.5,1.0,0.8719275723072062,0.7583304076895703,0.6023682265489624
