population,access_rate,beta,pfprunder5,pfpr2to10,pfprall
50.0,0.661,0.005,0.0,0.0,0.0
50.0,0.661,0.01,0.0,0.0,0.0
50.0,0.661,0.0125,0.0,0.0,0.0
50.0,0.661,0.015,0.0,0.0,0.0
50.0,0.661,0.02,0.0,0.0,0.0
50.0,0.661,0.03,0.0,0.0,0.0
50.0,0.661,0.04,0.03364481776738811,0.0357024509214805,0.03268814513151426
50.0,0.661,0.05,0.0467593026240562,0.04934460908087069,0.040020261631781386
50.0,0.661,0.1,0.24845307939121736,0.22050396184002424,0.17684759446029086
50.0,0.661,0.15,0.4256513217440232,0.3510315715163971,0.2734663696187546
50.0,0.661,0.2,0.4991721101739989,0.4343835176814939,0.31793909230392253
50.0,0.661,0.25,0.5595651837206039,0.4761052243112481,0.35835722671695924
50.0,0.661,0.3,0.5984749774347733,0.5253747061822468,0.3925892573110864
50.0,0.661,0.4,0.6533053587634453,0.5411937686818685,0.4103412023296119
50.0,0.661,0.5,0.7131885626411933,0.5726433569146143,0.43798739902540085
50.0,0.661,0.6,0.7264460945388896,0.6191896160211714,0.45230644229007205
50.0,0.661,0.8,0.7976914860862903,0.6653674122906565,0.49836574577060366
50.0,0.661,1.0,0.81433573458621,0.6822141212971041,0.526426982592875
50.0,0.676,0.001,0.0,0.0,0.0
50.0,0.676,0.005,0.0,0.0,0.0
50.0,0.676,0.01,0.0,0.0,0.0
50.0,0.676,0.0125,0.0,0.0,0.0
50.0,0.676,0.015,0.0,0.0,0.0
50.0,0.676,0.02,0.0,0.0,0.0
50.0,0.676,0.03,0.00018939393939393942,0.0,0.0001955486819159634
50.0,0.676,0.04,0.021824955825384885,0.022813759992413023,0.01954641275261899
50.0,0.676,0.05,0.04196748555881683,0.03510065652275797,0.032369028314993394
50.0,0.676,0.1,0.32669487731389923,0.28293077326970295,0.22109017280550564
50.0,0.676,0.15,0.36264697456736095,0.30349375639825504,0.24192275199548416
50.0,0.676,0.2,0.4563718879185763,0.40089182154569514,0.3015945564807384
50.0,0.676,0.25,0.5602800342436985,0.47433254297566874,0.3667483052913595
50.0,0.676,0.3,0.6080464608678015,0.5069852180112421,0.3848581042068866
50.0,0.676,0.4,0.6593569232704856,0.5701376318369843,0.41420950245227744
50.0,0.676,0.5,0.6987629973384701,0.6003670851667703,0.4397975076315478
50.0,0.676,0.6,0.7382577472093839,0.6273294822207258,0.4618320978597555
50.0,0.676,0.8,0.7753466152798583,0.6358836508155898,0.4821166567189212
50.0,0.676,1.0,0.796800004672973,0.690529292706634,0.5032092913324195
50.0,0.755,0.001,0.0,0.0,0.0
50.0,0.755,0.005,0.0,0.0,0.0
50.0,0.755,0.01,0.0,0.0,0.0
50.0,0.755,0.0125,0.0,0.0,0.0
50.0,0.755,0.015,0.0,0.0,0.0
50.0,0.755,0.02,0.0,0.0,0.0
50.0,0.755,0.03,0.005223383212934296,0.005852253004551855,0.004588607594936708
50.0,0.755,0.04,0.005878232107398773,0.005113459473966721,0.0045871552136125746
50.0,0.755,0.05,0.057611681043850935,0.05462739769636797,0.050709628831506634
50.0,0.755,0.1,0.2214392271249898,0.19762315418675733,0.15567368539420784
50.0,0.755,0.15,0.38517290321928216,0.3356814670096563,0.2683142978114304
50.0,0.755,0.2,0.4565922665851315,0.38498391424373746,0.3027391214885703
50.0,0.755,0.25,0.5243597938390503,0.45050909489292507,0.33748125070957147
50.0,0.755,0.3,0.5746371263239995,0.49499678089673116,0.3803695811299011
50.0,0.755,0.4,0.6330248403113653,0.5402084881338585,0.4081149344887246
50.0,0.755,0.5,0.6481332832150363,0.5277901867122816,0.4041818843287294
50.0,0.755,0.6,0.7182892446713074,0.5945944327584479,0.4432044531376815
50.0,0.755,0.8,0.7524189199257765,0.6464288677735425,0.49367894310496585
50.0,0.755,1.0,0.8155585557101113,0.7059558596858115,0.530572159082481
50.0,0.783,0.001,0.0,0.0,0.0
50.0,0.783,0.005,0.0,0.0,0.0
50.0,0.783,0.01,0.0,0.0,0.0
50.0,0.783,0.0125,0.0,0.0,0.0
50.0,0.783,0.015,0.0,0.0,0.0
50.0,0.783,0.02,0.0,0.0,0.0
50.0,0.783,0.03,0.0,0.0,0.0
50.0,0.783,0.04,0.009363138371290543,0.008376602564102564,0.007171994671994671
50.0,0.783,0.05,0.03943393952037301,0.03204781250387186,0.029398361771972442
50.0,0.783,0.1,0.2553581230492813,0.2235196031832459,0.18671057447446934
50.0,0.783,0.15,0.3995009322635116,0.36104098589859746,0.28647852625277803
50.0,0.783,0.2,0.4205851299422566,0.3715469148381424,0.2942073377416821
50.0,0.783,0.25,0.5267497053443794,0.4543225406413297,0.34517290268270107
50.0,0.783,0.3,0.5485510685296273,0.47808839160081107,0.35398168078226233
50.0,0.783,0.4,0.6082930907087969,0.5062903025911327,0.38126239029166364
50.0,0.783,0.5,0.654416325946456,0.5467840327943316,0.42007278936978487
50.0,0.783,0.6,0.7271184923089242,0.630545527558147,0.4624299015258825
50.0,0.783,0.8,0.7544301327323493,0.6468000865347882,0.48679046098385415
50.0,0.783,1.0,0.8019246683133016,0.693330637476876,0.5315954614458509
50.0,0.787,0.001,0.0,0.0,0.0
50.0,0.787,0.005,0.0,0.0,0.0
50.0,0.787,0.01,0.0,0.0,0.0
50.0,0.787,0.0125,0.0,0.0,0.0
50.0,0.787,0.015,0.0,0.0,0.0
50.0,0.787,0.02,0.0,0.0,0.0
50.0,0.787,0.03,0.0,0.0,0.0
50.0,0.787,0.04,0.006957383196513632,0.008541005580479263,0.007799890859388146
50.0,0.787,0.05,0.06625664077039803,0.06312979286189799,0.0519844590616419
50.0,0.787,0.1,0.2280299664191689,0.2039238457770251,0.17089456339803197
50.0,0.787,0.15,0.36277841499072794,0.31504901429036297,0.24765922022350337
50.0,0.787,0.2,0.4381079837922903,0.3798669360417818,0.30021883794218396
50.0,0.787,0.25,0.5150950651387524,0.43828024438970614,0.34683177592780673
50.0,0.787,0.3,0.5459701906381904,0.4752520480142384,0.3626776113431552
50.0,0.787,0.4,0.6034451682665398,0.5364069032104716,0.3863479985593581
50.0,0.787,0.5,0.6824802316300639,0.5794602520998121,0.4277988120154765
50.0,0.787,0.6,0.709118518278791,0.5900555955276265,0.45234180881449815
50.0,0.787,0.8,0.7602387517621649,0.6564930061684663,0.5006646671604738
50.0,0.787,1.0,0.7944875937650278,0.6934310430456995,0.5276915931458409
50.0,0.847,0.001,0.0,0.0,0.0
50.0,0.847,0.005,0.0,0.0,0.0
50.0,0.847,0.01,0.0,0.0,0.0
50.0,0.847,0.0125,0.0,0.0,0.0
50.0,0.847,0.015,0.0,0.0,0.0
50.0,0.847,0.02,0.0,0.0,0.0
50.0,0.847,0.03,0.0,0.0,0.0
50.0,0.847,0.04,0.030629510463166927,0.02958074797395786,0.026960227474805164
50.0,0.847,0.05,0.04432516807829521,0.041869576309793696,0.03174958139179936
50.0,0.847,0.1,0.23204814766824708,0.2025566337471063,0.1677646039876911
50.0,0.847,0.15,0.367272741841776,0.3206676703215944,0.2628223839225398
50.0,0.847,0.2,0.4473362201357431,0.38834097454929783,0.3142312386796397
50.0,0.847,0.25,0.49302416989544573,0.4480044980611357,0.3357588454284754
50.0,0.847,0.3,0.5400892225235355,0.46862849046839095,0.3522221969522787
50.0,0.847,0.4,0.5943007293947206,0.5065114931038122,0.3880397902634612
50.0,0.847,0.5,0.6599584368446795,0.573181944538645,0.42649881624393454
50.0,0.847,0.6,0.6928117707413557,0.6105272515800476,0.4568921772839268
50.0,0.847,0.8,0.7330840833730872,0.6327579961239171,0.487168497494635
50.0,0.847,1.0,0.7883659906939922,0.6824524838245873,0.5326693540930326
75.0,0.451,0.001,0.0,0.0,0.0
75.0,0.451,0.005,0.0,0.0,0.0
75.0,0.451,0.01,0.0,0.0,0.0
75.0,0.451,0.0125,0.0,0.0,0.0
75.0,0.451,0.015,0.0,0.0,0.0
75.0,0.451,0.02,0.0,0.0,0.0
75.0,0.451,0.03,0.05091802609268433,0.0451681999286485,0.03816033001044074
75.0,0.451,0.04,0.09306769403482792,0.07950424308360063,0.07053693368311723
75.0,0.451,0.05,0.12812677607161288,0.11236510457750089,0.09405113822514032
75.0,0.451,0.1,0.35232521670520905,0.3064734027292569,0.24401877409039682
75.0,0.451,0.15,0.45949623835880393,0.3813106989744979,0.2918394493013005
75.0,0.451,0.2,0.5393934022757562,0.4354801070884876,0.3329258896864372
75.0,0.451,0.25,0.5546953153018799,0.45363251784174763,0.33642408804768
75.0,0.451,0.3,0.6188455937472137,0.5059802444862902,0.37045936620745723
75.0,0.451,0.4,0.7118326566043799,0.5881105472224171,0.4141658593176012
75.0,0.451,0.5,0.7661896581772137,0.6295753170113729,0.44693405922153984
75.0,0.451,0.6,0.7981426800919931,0.6656584369236075,0.47622403578213346
75.0,0.451,0.8,0.8387830926216353,0.6918398737741095,0.5130645702260609
75.0,0.451,1.0,0.8724481619876446,0.7488000708190835,0.5393374388933536
75.0,0.486,0.001,0.0,0.0,0.0
75.0,0.486,0.005,0.0,0.0,0.0
75.0,0.486,0.01,0.0,0.0,0.0
75.0,0.486,0.0125,0.0,0.0,0.0
75.0,0.486,0.015,0.0,0.0,0.0
75.0,0.486,0.02,0.0,0.0,0.0
75.0,0.486,0.03,0.03716227858939959,0.03805446261708878,0.03293729123172523
75.0,0.486,0.04,0.07476870548334494,0.06321066694794504,0.05391408323368243
75.0,0.486,0.05,0.13565414486742405,0.11562769528206011,0.09857794536164084
75.0,0.486,0.1,0.3360777062368281,0.28234087656901574,0.2266173954688905
75.0,0.486,0.15,0.4323364980436094,0.3614449166294865,0.2782826451554857
75.0,0.486,0.2,0.562729506474826,0.4421228786028985,0.3387744090704107
75.0,0.486,0.25,0.5566652543754627,0.45342668212144177,0.3462527367568746
75.0,0.486,0.3,0.6621982708040351,0.5379897793378502,0.3893431238200965
75.0,0.486,0.4,0.6980685977257965,0.5463239249547649,0.4031687878630277
75.0,0.486,0.5,0.7301429182366739,0.5870458666614107,0.43060974269928176
75.0,0.486,0.6,0.7830437803689546,0.6488950338694306,0.46742372301721746
75.0,0.486,0.8,0.8169064672791247,0.6568922054952673,0.4818055973886409
75.0,0.486,1.0,0.8549431400984508,0.7075855169078895,0.5141012577661602
75.0,0.561,0.001,0.0,0.0,0.0
75.0,0.561,0.005,0.0,0.0,0.0
75.0,0.561,0.01,0.0,0.0,0.0
75.0,0.561,0.0125,0.0,0.0,0.0
75.0,0.561,0.015,0.0,0.0,0.0
75.0,0.561,0.02,0.0,0.0,0.0
75.0,0.561,0.03,0.021576863396559946,0.0205383498552263,0.01616399930274485
75.0,0.561,0.04,0.08800708081087676,0.07857508177537575,0.06548561427465753
75.0,0.561,0.05,0.11644376752779988,0.10970713345262013,0.09276429436763753
75.0,0.561,0.1,0.33410905192583,0.282431970268734,0.23288672913918756
75.0,0.561,0.15,0.44320522392301387,0.3678250774960665,0.2897771990729586
75.0,0.561,0.2,0.4943254002993803,0.4345115901259765,0.3279139035283871
75.0,0.561,0.25,0.6105788791374472,0.49554341128908785,0.37557536233436367
75.0,0.561,0.3,0.5848877405856611,0.48201465913595853,0.3538844600784909
75.0,0.561,0.4,0.6700253505918697,0.5534314586760979,0.41563066491605083
75.0,0.561,0.5,0.7401143478657192,0.6009139601769504,0.4470507355108991
75.0,0.561,0.6,0.7541294074691296,0.6147562137730143,0.46133314792645896
75.0,0.561,0.8,0.7968220102149361,0.6578318831969368,0.48723046808303144
75.0,0.561,1.0,0.835051610278553,0.7196332146858482,0.5197827284640286
75.0,0.603,0.001,0.0,0.0,0.0
75.0,0.603,0.005,0.0,0.0,0.0
75.0,0.603,0.01,0.0,0.0,0.0
75.0,0.603,0.0125,0.0,0.0,0.0
75.0,0.603,0.015,0.0,0.0,0.0
75.0,0.603,0.02,0.001921847442680776,0.003310786435786435,0.0025827581364157434
75.0,0.603,0.03,0.02004511096630404,0.017673278675624064,0.017904957410273037
75.0,0.603,0.04,0.08700753214449966,0.08446507546658479,0.07128960715973817
75.0,0.603,0.05,0.14973568783440436,0.12763298793454564,0.10993247821459659
75.0,0.603,0.1,0.35458441972033106,0.3148687150472442,0.2571802427404815
75.0,0.603,0.15,0.44259442591505127,0.36976294516421493,0.29563759448506854
75.0,0.603,0.2,0.5039594781899642,0.42268639594181445,0.32688608880057096
75.0,0.603,0.25,0.5506837638008176,0.471886526318571,0.3537920237897435
75.0,0.603,0.3,0.5858648257629133,0.4958875259881433,0.36521231200350407
75.0,0.603,0.4,0.6620426462852741,0.5499285859220078,0.4014601245506791
75.0,0.603,0.5,0.7121635380765783,0.5868484683207196,0.4353864072353981
75.0,0.603,0.6,0.7579383524189751,0.6301016827559278,0.45143343033077227
75.0,0.603,0.8,0.7784383886986616,0.6445566490126194,0.47897262916753097
75.0,0.603,1.0,0.8274167116671876,0.6998191671044285,0.5266344320968521
75.0,0.661,0.001,0.0,0.0,0.0
75.0,0.661,0.005,0.0,0.0,0.0
75.0,0.661,0.01,0.0,0.0,0.0
75.0,0.661,0.0125,0.0,0.0,0.0
75.0,0.661,0.015,0.0,0.0,0.0
75.0,0.661,0.02,0.0,0.0,0.0
75.0,0.661,0.03,0.016732437615087047,0.01471472078089725,0.012488641975849365
75.0,0.661,0.04,0.05320722608582684,0.05057799909231413,0.04224680912642911
75.0,0.661,0.05,0.10535726780903143,0.09460658606221803,0.08607559285969522
75.0,0.661,0.1,0.3091308752304592,0.25766097485296785,0.20813038200317108
75.0,0.661,0.15,0.45786891340461516,0.37654998258675376,0.2926529676843019
75.0,0.661,0.2,0.4736927200335936,0.4045210342035485,0.3079385788379872
75.0,0.661,0.25,0.5432955573961831,0.4614990036600794,0.3388338084821491
75.0,0.661,0.3,0.5935436821411336,0.48990177877833485,0.3697734422160149
75.0,0.661,0.4,0.6789772313231666,0.5549041515395229,0.40993601411154773
75.0,0.661,0.5,0.7116420585336523,0.5921661232879984,0.4404855615935169
75.0,0.661,0.6,0.7309281373160961,0.6158699643039832,0.45194722979236657
75.0,0.661,0.8,0.7967077694750011,0.6711052583814126,0.49353175452564574
75.0,0.661,1.0,0.8169445133197595,0.6934437755165264,0.5220588256164745
75.0,0.676,0.001,0.0,0.0,0.0
75.0,0.676,0.005,0.0,0.0,0.0
75.0,0.676,0.01,0.0,0.0,0.0
75.0,0.676,0.0125,0.0,0.0,0.0
75.0,0.676,0.015,0.0,0.0,0.0
75.0,0.676,0.02,0.0,0.0,0.0
75.0,0.676,0.03,0.008700649415561696,0.009710662793996126,0.007794024184888002
75.0,0.676,0.04,0.0708252381669385,0.05980014771104273,0.04928105553418164
75.0,0.676,0.05,0.13261471636446415,0.11511623212943374,0.09888498309597896
75.0,0.676,0.1,0.3369844054274452,0.30244934361289916,0.23736617381228814
75.0,0.676,0.15,0.41724637152733746,0.3579802371710824,0.28147233247133185
75.0,0.676,0.2,0.47881444509098436,0.4124128318188771,0.3176929611780969
75.0,0.676,0.25,0.5122147528771467,0.4372083075312153,0.3373825453814774
75.0,0.676,0.3,0.594393343154755,0.4945331515016037,0.36715242679687626
75.0,0.676,0.4,0.6624459274827891,0.545739064057022,0.3991784445610385
75.0,0.676,0.5,0.695508683212855,0.5955568769853996,0.43743598590949695
75.0,0.676,0.6,0.7525366858056264,0.6430101809434036,0.4702746630882588
75.0,0.676,0.8,0.7987998791651642,0.6633663913317703,0.5016756893525978
75.0,0.676,1.0,0.8055360230551362,0.6986781507123557,0.516376660127586
75.0,0.755,0.001,0.0,0.0,0.0
75.0,0.755,0.005,0.0,0.0,0.0
75.0,0.755,0.01,0.0,0.0,0.0
75.0,0.755,0.0125,0.0,0.0,0.0
75.0,0.755,0.015,0.0,0.0,0.0
75.0,0.755,0.02,0.005553731869521343,0.0058975976228520174,0.00455625717904986
75.0,0.755,0.03,0.015738244597833816,0.014998590020687961,0.013599750634912613
75.0,0.755,0.04,0.07769262403673206,0.06758430726279782,0.052865728046597435
75.0,0.755,0.05,0.09193290680984968,0.0761447285903332,0.06561486722258783
75.0,0.755,0.1,0.26263031939939707,0.2333942314849297,0.19179000447800418
75.0,0.755,0.15,0.38334359859558453,0.33907448869707213,0.27105208534849884
75.0,0.755,0.2,0.4685414701423742,0.4033450347385159,0.30398909379883576
75.0,0.755,0.25,0.5463229832699215,0.4527733164133007,0.3455606683572516
75.0,0.755,0.3,0.5611005553899874,0.4814905224541076,0.35927928616083016
75.0,0.755,0.4,0.6339254055047601,0.5376424160704895,0.4004392751409747
75.0,0.755,0.5,0.6940215658577223,0.5964220904544495,0.44031386606873646
75.0,0.755,0.6,0.7365016930886853,0.6214370481946245,0.46703767238996463
75.0,0.755,0.8,0.7833174901456619,0.663645812195192,0.5089838198311121
75.0,0.755,1.0,0.792173075685445,0.6903981042277842,0.52627251135123
75.0,0.783,0.001,0.0,0.0,0.0
75.0,0.783,0.005,0.0,0.0,0.0
75.0,0.783,0.01,0.0,0.0,0.0
75.0,0.783,0.0125,0.0,0.0,0.0
75.0,0.783,0.015,0.0,0.0,0.0
75.0,0.783,0.02,0.0,0.0,0.0
75.0,0.783,0.03,0.01105762029477994,0.009895717283440571,0.009084639325499796
75.0,0.783,0.04,0.06323473547932398,0.05815402683666719,0.05434847092714547
75.0,0.783,0.05,0.1468667736345126,0.13002673488881253,0.11068537736715538
75.0,0.783,0.1,0.31061499909906154,0.2787144023680423,0.22748209844793163
75.0,0.783,0.15,0.4026421533042698,0.3509317928138777,0.2734398620388007
75.0,0.783,0.2,0.45047780800572623,0.38842519710271434,0.30219577936580155
75.0,0.783,0.25,0.549339791428567,0.4647791605333652,0.35612612612920463
75.0,0.783,0.3,0.565518767936674,0.47679268848616185,0.3666731150209085
75.0,0.783,0.4,0.6230556316432179,0.5256941347172089,0.40225231143191015
75.0,0.783,0.5,0.6827730813364562,0.5862999916635103,0.435299418926681
75.0,0.783,0.6,0.709504388415368,0.6065916790192178,0.4629506744502244
75.0,0.783,0.8,0.7690693258144189,0.6492122670303505,0.4897965517003061
75.0,0.783,1.0,0.7983002507853599,0.7002011307193488,0.5269963916339364
75.0,0.787,0.001,0.0,0.0,0.0
75.0,0.787,0.005,0.0,0.0,0.0
75.0,0.787,0.01,0.0,0.0,0.0
75.0,0.787,0.0125,0.0,0.0,0.0
75.0,0.787,0.015,0.0,0.0,0.0
75.0,0.787,0.02,0.004644230769230769,0.004173989750139175,0.0037261267793446003
75.0,0.787,0.03,0.00509512830165004,0.00529883537067445,0.004597362166169506
75.0,0.787,0.04,0.06360343077681267,0.06568071223826624,0.05227941940484848
75.0,0.787,0.05,0.14803226195303348,0.12724501134555127,0.11089575844384818
75.0,0.787,0.1,0.2879394504964584,0.26053813273304166,0.2162824990780475
75.0,0.787,0.15,0.40515072105308925,0.35252092095539705,0.2868430835595208
75.0,0.787,0.2,0.4667921651349996,0.40421980799585644,0.3084381621273951
75.0,0.787,0.25,0.5455576096874847,0.45736046139794373,0.3473401838631233
75.0,0.787,0.3,0.561649634976025,0.46762807643448323,0.3573573434220663
75.0,0.787,0.4,0.6405302302289908,0.5287055212385094,0.39833994759649655
75.0,0.787,0.5,0.6875467443813132,0.5696715005345012,0.4296149645951653
75.0,0.787,0.6,0.7181003579378836,0.6108975707582363,0.4653596047202875
75.0,0.787,0.8,0.7711425365337908,0.6760110506763232,0.5018533178120448
75.0,0.787,1.0,0.790758171088801,0.6875930361724151,0.5151961803762346
75.0,0.847,0.001,0.0,0.0,0.0
75.0,0.847,0.005,0.0,0.0,0.0
75.0,0.847,0.01,0.0,0.0,0.0
75.0,0.847,0.0125,0.0,0.0,0.0
75.0,0.847,0.015,0.0,0.0,0.0
75.0,0.847,0.02,0.0,0.0,0.0
75.0,0.847,0.03,0.027511772788644175,0.02399229830069146,0.02335107969796298
75.0,0.847,0.04,0.061085941831684934,0.0560764633727351,0.04787671968867811
75.0,0.847,0.05,0.07815749286816694,0.07176325465832797,0.05857598879059868
75.0,0.847,0.1,0.30330655176543975,0.27219203536706615,0.22802439047901452
75.0,0.847,0.15,0.37525615633043075,0.33919003623487837,0.27587055499700375
75.0,0.847,0.2,0.45005162840577634,0.37836505061938247,0.30157145402158514
75.0,0.847,0.25,0.4871800371511455,0.42856854539352823,0.33604431396777756
75.0,0.847,0.3,0.5878873243333569,0.5042780469981782,0.3836294874919034
75.0,0.847,0.4,0.6196193732694033,0.5186382962537077,0.3983715196100122
75.0,0.847,0.5,0.6780438753065385,0.5917058645518185,0.4422325969662773
75.0,0.847,0.6,0.6992139942644848,0.5972175300175552,0.46005907192611345
75.0,0.847,0.8,0.7479163958290516,0.6444361527728772,0.4881995050324077
75.0,0.847,1.0,0.7824016635597817,0.6710684762392524,0.5202255016883295
100.0,0.451,0.001,0.0,0.0,0.0
100.0,0.451,0.005,0.0,0.0,0.0
100.0,0.451,0.01,0.0,0.0,0.0
100.0,0.451,0.0125,0.0,0.0,0.0
100.0,0.451,0.015,0.004088364262782867,0.0054386969531402315,0.004525589532291583
100.0,0.451,0.02,0.006881813650158395,0.005907791382462993,0.005016663251115366
100.0,0.451,0.03,0.06922208573540024,0.06110765754672305,0.05397196111058633
100.0,0.451,0.04,0.16184291529319914,0.14220374421434498,0.11721321785452225
100.0,0.451,0.05,0.225723013445017,0.19345099360086096,0.15956544204027343
100.0,0.451,0.1,0.3628920746894916,0.30403980202955216,0.24066748296096324
100.0,0.451,0.15,0.48294812918292224,0.3874938855620881,0.3032089091133236
100.0,0.451,0.2,0.5353917580219886,0.4448177186179514,0.33183608533403525
100.0,0.451,0.25,0.5831687588383415,0.468642567277502,0.3443541033882448
100.0,0.451,0.3,0.6471221542218627,0.5311577952134781,0.3843519980036718
100.0,0.451,0.4,0.6908269395974753,0.5447537819808971,0.3993172286459206
100.0,0.451,0.5,0.7457486006157085,0.5931512370049905,0.4301688343043102
100.0,0.451,0.6,0.7866068122263588,0.6342904237061282,0.4569462309351523
100.0,0.451,0.8,0.8309722932110677,0.6869211890081014,0.4928252928968956
100.0,0.451,1.0,0.85455927290155,0.7139388350939724,0.5330661907469103
100.0,0.486,0.001,0.0,0.0,0.0
100.0,0.486,0.005,0.0,0.0,0.0
100.0,0.486,0.01,0.0,0.0,0.0
100.0,0.486,0.0125,0.0,0.0,0.0
100.0,0.486,0.015,0.0,0.0,0.0
100.0,0.486,0.02,0.0055526277590881735,0.005764617319648233,0.005987006508527677
100.0,0.486,0.03,0.05841535234915227,0.05693496959700588,0.048972507990579894
100.0,0.486,0.04,0.17185650471452424,0.14696022361623667,0.12385494792196243
100.0,0.486,0.05,0.19776742227263538,0.16764600440695268,0.14183214421930695
100.0,0.486,0.1,0.3436627470537964,0.2946018578142868,0.24132643108283697
100.0,0.486,0.15,0.45367317113610933,0.38684408433153017,0.2932086339580586
100.0,0.486,0.2,0.5275693662627625,0.43411027464313384,0.32322731905768964
100.0,0.486,0.25,0.6222303283276982,0.48819466643366527,0.36842395104037606
100.0,0.486,0.3,0.6279363729020407,0.501641070357055,0.36787349369820993
100.0,0.486,0.4,0.7008115338021987,0.5670612304330286,0.4166324575443581
100.0,0.486,0.5,0.7403470381108812,0.6029794568839255,0.44106057760101985
100.0,0.486,0.6,0.7673035542450319,0.6428070420884723,0.45461564728676535
100.0,0.486,0.8,0.8222898313636791,0.6841899734739715,0.4933149717572477
100.0,0.486,1.0,0.8491194989676846,0.7072505092289972,0.5249181212756021
100.0,0.561,0.001,0.0,0.0,0.0
100.0,0.561,0.005,0.0,0.0,0.0
100.0,0.561,0.01,0.0,0.0,0.0
100.0,0.561,0.0125,0.0,0.0,0.0
100.0,0.561,0.015,0.0,0.0,0.0
100.0,0.561,0.02,0.006673568152536269,0.005793707515405628,0.004217460842385159
100.0,0.561,0.03,0.057239366207544204,0.056100646972713254,0.04652767277565323
100.0,0.561,0.04,0.13185038567299293,0.11314109918338129,0.09925058570888183
100.0,0.561,0.05,0.19847895910143679,0.16842582466455974,0.1451555183344728
100.0,0.561,0.1,0.35428921792534895,0.3033847296035197,0.2472755628417672
100.0,0.561,0.15,0.4612920809426786,0.391425302938586,0.3019168250151144
100.0,0.561,0.2,0.5188995801375537,0.41794987266456857,0.3307092350143564
100.0,0.561,0.25,0.5677035049824102,0.44966008119224643,0.345119349398593
100.0,0.561,0.3,0.6084210701656788,0.4934569809167364,0.37893168662624005
100.0,0.561,0.4,0.6861600876801645,0.5654585349580106,0.42688514114495535
100.0,0.561,0.5,0.7216367493450526,0.5884337247735036,0.4326616771082768
100.0,0.561,0.6,0.7637678989527202,0.6349582299170293,0.4635579249838496
100.0,0.561,0.8,0.8291103828929662,0.7009503826473813,0.5070368782810866
100.0,0.561,1.0,0.8354413034542396,0.7136622325246819,0.5247598676049425
100.0,0.603,0.001,0.0,0.0,0.0
100.0,0.603,0.005,0.0,0.0,0.0
100.0,0.603,0.01,0.0,0.0,0.0
100.0,0.603,0.0125,0.0,0.0,0.0
100.0,0.603,0.015,0.0,0.0,0.0
100.0,0.603,0.02,0.009630718813438664,0.011205913485221469,0.00920252837901453
100.0,0.603,0.03,0.015634763139999282,0.01756135809220868,0.014715682689807247
100.0,0.603,0.04,0.12432641146989734,0.11354054006801836,0.0935115975950865
100.0,0.603,0.05,0.1787131785797889,0.1492992984137552,0.128491114861568
100.0,0.603,0.1,0.3873131118487895,0.3246819951950969,0.25433106592015103
100.0,0.603,0.15,0.42257990816666186,0.35852444936402217,0.283453902457145
100.0,0.603,0.2,0.49733284527049115,0.41232367208404713,0.32208772433379107
100.0,0.603,0.25,0.573923969470384,0.47647018818043463,0.3642376369590203
100.0,0.603,0.3,0.6293738280487525,0.5150898113306132,0.38283388892632997
100.0,0.603,0.4,0.6687263715735904,0.548015837169346,0.4008861081747277
100.0,0.603,0.5,0.7303808602896193,0.5895368019146152,0.44386084541898174
100.0,0.603,0.6,0.7381188224962496,0.6084873760483499,0.45262338373281175
100.0,0.603,0.8,0.7963362315397534,0.6741791584443521,0.4915411834488116
100.0,0.603,1.0,0.8265928711277489,0.71183947339118,0.5275770151994748
100.0,0.661,0.001,0.0,0.0,0.0
100.0,0.661,0.005,0.0,0.0,0.0
100.0,0.661,0.01,0.0,0.0,0.0
100.0,0.661,0.0125,0.0,0.0,0.0
100.0,0.661,0.015,0.0,0.0,0.0
100.0,0.661,0.02,0.00210010856295686,0.0022021305449765466,0.002054652045301608
100.0,0.661,0.03,0.05562324848913558,0.04897147700892145,0.04208689207655895
100.0,0.661,0.04,0.09152223015277579,0.09332919619520223,0.07476368554328375
100.0,0.661,0.05,0.17509791000907152,0.14902766435367007,0.12852512651271386
100.0,0.661,0.1,0.3577479356528067,0.2894790148720877,0.24577391765811174
100.0,0.661,0.15,0.4240181287511378,0.3719678189085326,0.2925287269022966
100.0,0.661,0.2,0.4863873368837389,0.421760231983258,0.3224899354771761
100.0,0.661,0.25,0.5455802623190803,0.47972415150564596,0.35560984694772213
100.0,0.661,0.3,0.5814087789581275,0.4751302660466223,0.36808953080584217
100.0,0.661,0.4,0.6661006034300113,0.5434547322836862,0.4046248248262037
100.0,0.661,0.5,0.700132461725527,0.5746189407089942,0.4309920693427805
100.0,0.661,0.6,0.7439517519654132,0.6280131098076033,0.45959585546720794
100.0,0.661,0.8,0.7898635125785564,0.6702940243010052,0.49865097926572866
100.0,0.661,1.0,0.8347897751256227,0.7339985931191031,0.5414453254759846
100.0,0.676,0.001,0.0,0.0,0.0
100.0,0.676,0.005,0.0,0.0,0.0
100.0,0.676,0.01,0.0,0.0,0.0
100.0,0.676,0.0125,0.0,0.0,0.0
100.0,0.676,0.015,0.0,0.0,0.0
100.0,0.676,0.02,0.019802237643330427,0.018020472131119708,0.016445441266638605
100.0,0.676,0.03,0.07247707848630162,0.06733400724437266,0.05898298383683925
100.0,0.676,0.04,0.1082236441812473,0.09963270183245629,0.08866037405629203
