population,access_rate,beta,pfpr2to10
250.0,0.95,0.5,43.935417364255024
250.0,0.95,0.6,46.31185884459753
250.0,0.95,0.8,53.59591581990774
250.0,0.95,1.0,56.035567045537334
300.0,0.5,0.001,0.0
300.0,0.5,0.005,0.0
300.0,0.5,0.01,0.0
300.0,0.5,0.0125,0.0
300.0,0.5,0.015,0.0
300.0,0.5,0.02,0.1254643606255938
300.0,0.5,0.03,5.691715730414399
300.0,0.5,0.04,7.0282760928223755
300.0,0.5,0.05,9.585746861642926
300.0,0.5,0.1,18.378782164198675
300.0,0.5,0.15,23.28462875905277
300.0,0.5,0.2,28.328371626045016
300.0,0.5,0.25,34.44021212137363
300.0,0.5,0.3,37.13015847761216
300.0,0.5,0.4,41.76713793854547
300.0,0.5,0.5,46.18996774128436
300.0,0.5,0.6,50.3101257093313
300.0,0.5,0.8,53.828918096842564
300.0,0.5,1.0,61.20495995467871
300.0,0.55,0.001,0.0
300.0,0.55,0.005,0.0
300.0,0.55,0.01,0.0
300.0,0.55,0.0125,0.0
300.0,0.55,0.015,0.0
300.0,0.55,0.02,0.6725637910009205
300.0,0.55,0.03,3.6919244118191314
300.0,0.55,0.04,9.404718627110759
300.0,0.55,0.05,9.355437906164521
300.0,0.55,0.1,15.219435861530394
300.0,0.55,0.15,24.529273999702774
300.0,0.55,0.2,28.69884548773881
300.0,0.55,0.25,33.19853526756637
300.0,0.55,0.3,36.36393699980779
300.0,0.55,0.4,41.88788258571535
300.0,0.55,0.5,46.40747180228753
300.0,0.55,0.6,49.48173210044013
300.0,0.55,0.8,52.16891066024169
300.0,0.55,1.0,62.22056609550712
300.0,0.6,0.001,0.0
300.0,0.6,0.005,0.0
300.0,0.6,0.01,0.0
300.0,0.6,0.0125,0.0
300.0,0.6,0.015,0.35076778342082354
300.0,0.6,0.02,0.0
300.0,0.6,0.03,2.884747925938992
300.0,0.6,0.04,7.726934039383903
300.0,0.6,0.05,11.868733497325206
300.0,0.6,0.1,17.687164021220354
300.0,0.6,0.15,24.984117110975014
300.0,0.6,0.2,30.41263053239917
300.0,0.6,0.25,32.45307701997472
300.0,0.6,0.3,34.42787243235323
300.0,0.6,0.4,40.85160321505395
300.0,0.6,0.5,45.7156163304379
300.0,0.6,0.6,51.59443455423972
300.0,0.6,0.8,55.3668665863694
300.0,0.6,1.0,60.204178475336406
300.0,0.65,0.001,0.0
300.0,0.65,0.005,0.0
300.0,0.65,0.01,0.0
300.0,0.65,0.0125,0.0
300.0,0.65,0.015,0.0
300.0,0.65,0.02,0.41682756750234357
300.0,0.65,0.03,2.174994629949035
300.0,0.65,0.04,7.451226751897913
300.0,0.65,0.05,9.853522999840235
300.0,0.65,0.1,17.824436297145493
300.0,0.65,0.15,23.23966553764329
300.0,0.65,0.2,28.368452890740578
300.0,0.65,0.25,33.53998541695175
300.0,0.65,0.3,36.766533732382875
300.0,0.65,0.4,39.68257863915571
300.0,0.65,0.5,47.95078706133305
300.0,0.65,0.6,49.8254594915511
300.0,0.65,0.8,53.25404657900931
300.0,0.65,1.0,57.57630987646436
300.0,0.7,0.001,0.0
300.0,0.7,0.005,0.0
300.0,0.7,0.01,0.0
300.0,0.7,0.0125,0.0
300.0,0.7,0.015,0.0
300.0,0.7,0.02,0.0
300.0,0.7,0.03,1.8790705900809634
300.0,0.7,0.04,5.437061484827958
300.0,0.7,0.05,8.517067896157972
300.0,0.7,0.1,16.511291388917808
300.0,0.7,0.15,23.969266484005047
300.0,0.7,0.2,28.44684566134
300.0,0.7,0.25,31.037700958107614
300.0,0.7,0.3,33.59334859238571
300.0,0.7,0.4,40.15650161575515
300.0,0.7,0.5,45.613669009513586
300.0,0.7,0.6,49.180577682315096
300.0,0.7,0.8,55.59596229152993
300.0,0.7,1.0,61.802301411621045
300.0,0.75,0.001,0.0
300.0,0.75,0.005,0.0
300.0,0.75,0.01,0.0
300.0,0.75,0.0125,0.0
300.0,0.75,0.015,0.0
300.0,0.75,0.02,0.0
300.0,0.75,0.03,3.0576338495272575
300.0,0.75,0.04,6.642685723224126
300.0,0.75,0.05,9.877673836851844
300.0,0.75,0.1,19.086089620859546
300.0,0.75,0.15,22.215612613478843
300.0,0.75,0.2,27.3739458358936
300.0,0.75,0.25,29.994388313406894
300.0,0.75,0.3,35.662120491482604
300.0,0.75,0.4,40.072887266311696
300.0,0.75,0.5,45.15932752823126
300.0,0.75,0.6,47.07592193133674
300.0,0.75,0.8,52.744346655357006
300.0,0.75,1.0,61.17844789771017
300.0,0.8,0.001,0.0
300.0,0.8,0.005,0.0
300.0,0.8,0.01,0.0
300.0,0.8,0.0125,0.0
300.0,0.8,0.015,0.0
300.0,0.8,0.02,0.0
300.0,0.8,0.03,3.815616371527681
300.0,0.8,0.04,7.28982422428089
300.0,0.8,0.05,8.611569449435482
300.0,0.8,0.1,17.066573047228253
300.0,0.8,0.15,23.514111115874627
300.0,0.8,0.2,27.063457754132152
300.0,0.8,0.25,31.032749608156724
300.0,0.8,0.3,35.49399338055975
300.0,0.8,0.4,41.84028609838337
300.0,0.8,0.5,45.171176692136456
300.0,0.8,0.6,48.93704904094186
300.0,0.8,0.8,55.08408583594405
300.0,0.8,1.0,58.69288632259577
300.0,0.85,0.001,0.0
300.0,0.85,0.005,0.0
300.0,0.85,0.01,0.0
300.0,0.85,0.0125,0.0
300.0,0.85,0.015,0.0
300.0,0.85,0.02,0.0
300.0,0.85,0.03,3.596613688457203
300.0,0.85,0.04,7.015623939464382
300.0,0.85,0.05,8.475526952551053
300.0,0.85,0.1,15.755032885234954
300.0,0.85,0.15,23.591948239611895
300.0,0.85,0.2,27.32698058984006
300.0,0.85,0.25,31.751567022313726
300.0,0.85,0.3,33.95995172341198
300.0,0.85,0.4,39.18185847319542
300.0,0.85,0.5,43.7327428776071
300.0,0.85,0.6,48.94511491924186
300.0,0.85,0.8,53.67877967002613
300.0,0.85,1.0,58.12353122783024
300.0,0.9,0.001,0.0
300.0,0.9,0.005,0.0
300.0,0.9,0.01,0.0
300.0,0.9,0.0125,0.0
300.0,0.9,0.015,0.0
300.0,0.9,0.02,0.0
300.0,0.9,0.03,2.2867643655110284
300.0,0.9,0.04,4.094270332996572
300.0,0.9,0.05,7.415795414728197
300.0,0.9,0.1,15.483792402816528
300.0,0.9,0.15,22.79139724259536
300.0,0.9,0.2,25.810216644893252
300.0,0.9,0.25,29.965611751950114
300.0,0.9,0.3,32.56640539060299
300.0,0.9,0.4,41.519289638766914
300.0,0.9,0.5,42.520390830848186
300.0,0.9,0.6,47.379119966708764
300.0,0.9,0.8,54.13999406347246
300.0,0.9,1.0,57.02962316375495
300.0,0.95,0.001,0.0
300.0,0.95,0.005,0.0
300.0,0.95,0.01,0.0
300.0,0.95,0.0125,0.0
300.0,0.95,0.015,0.0
300.0,0.95,0.02,0.0
300.0,0.95,0.03,1.2494675820545844
300.0,0.95,0.04,4.878176507858084
300.0,0.95,0.05,8.39805521359872
300.0,0.95,0.1,14.420768463128857
300.0,0.95,0.15,21.50296527444178
300.0,0.95,0.2,24.86888284894572
300.0,0.95,0.25,31.138152621875253
300.0,0.95,0.3,33.18936220180361
300.0,0.95,0.4,38.03564859654175
300.0,0.95,0.5,44.49081068964639
300.0,0.95,0.6,46.95083004934863
300.0,0.95,0.8,53.51385876776292
300.0,0.95,1.0,59.771040974758094
400.0,0.5,0.001,0.0
400.0,0.5,0.005,0.0
400.0,0.5,0.01,0.0
400.0,0.5,0.0125,0.0
400.0,0.5,0.015,0.0
400.0,0.5,0.02,1.6772508535208956
400.0,0.5,0.03,6.35790633740738
400.0,0.5,0.04,9.530159092811772
400.0,0.5,0.05,8.477387593350883
400.0,0.5,0.1,18.616421676285196
400.0,0.5,0.15,23.808550032379163
400.0,0.5,0.2,27.01848176999105
400.0,0.5,0.25,31.38005121457988
400.0,0.5,0.3,33.768867029175816
400.0,0.5,0.4,42.339384245008375
400.0,0.5,0.5,46.813617928420584
400.0,0.5,0.6,50.503650284934906
400.0,0.5,0.8,55.72068432847882
400.0,0.5,1.0,60.11399382568059
400.0,0.55,0.001,0.0
400.0,0.55,0.005,0.0
400.0,0.55,0.01,0.0
400.0,0.55,0.0125,0.0
400.0,0.55,0.015,0.5602545858996308
400.0,0.55,0.02,0.8183613484892206
400.0,0.55,0.03,4.591155010771993
400.0,0.55,0.04,7.312995723342601
400.0,0.55,0.05,7.849830471916533
400.0,0.55,0.1,17.41018883908914
400.0,0.55,0.15,23.1346168688594
400.0,0.55,0.2,28.698645118425265
400.0,0.55,0.25,31.899515253824596
400.0,0.55,0.3,36.15664406378597
400.0,0.55,0.4,39.34197643432766
400.0,0.55,0.5,43.57670023687301
400.0,0.55,0.6,49.300399376382344
400.0,0.55,0.8,55.709060256996665
400.0,0.55,1.0,59.466909596789684
400.0,0.6,0.001,0.0
400.0,0.6,0.005,0.0
400.0,0.6,0.01,0.0
400.0,0.6,0.0125,0.0
400.0,0.6,0.015,0.0
400.0,0.6,0.02,0.9976419694721285
400.0,0.6,0.03,4.489698747539764
400.0,0.6,0.04,7.840091098688076
400.0,0.6,0.05,10.366046700075568
400.0,0.6,0.1,17.242071291035767
400.0,0.6,0.15,23.515113858797587
400.0,0.6,0.2,30.063732404659714
400.0,0.6,0.25,30.015615640953182
400.0,0.6,0.3,35.592163065092976
400.0,0.6,0.4,42.0684270623329
400.0,0.6,0.5,44.22398606797033
400.0,0.6,0.6,49.939011877881974
400.0,0.6,0.8,57.68944411223712
400.0,0.6,1.0,58.216320601042234
400.0,0.65,0.001,0.0
400.0,0.65,0.005,0.0
400.0,0.65,0.01,0.0
400.0,0.65,0.0125,0.0
400.0,0.65,0.015,0.0
400.0,0.65,0.02,0.0
400.0,0.65,0.03,3.1815623292386106
400.0,0.65,0.04,6.8596186823922
400.0,0.65,0.05,9.552118811328723
400.0,0.65,0.1,17.576168741434405
400.0,0.65,0.15,23.81797969497261
400.0,0.65,0.2,29.30367699706797
400.0,0.65,0.25,31.316875007209433
400.0,0.65,0.3,36.33186400299849
400.0,0.65,0.4,40.00202818874094
400.0,0.65,0.5,46.24437877521004
400.0,0.65,0.6,49.493759991212606
400.0,0.65,0.8,54.83753314834123
400.0,0.65,1.0,61.38660884695387
400.0,0.7,0.001,0.0
400.0,0.7,0.005,0.0
400.0,0.7,0.01,0.0
400.0,0.7,0.0125,0.0
400.0,0.7,0.015,0.22166535397238546
400.0,0.7,0.02,0.35881393832534303
400.0,0.7,0.03,4.537198629961208
400.0,0.7,0.04,6.678099852984457
400.0,0.7,0.05,9.318114410854431
400.0,0.7,0.1,18.270458716891653
400.0,0.7,0.15,25.39904309440481
400.0,0.7,0.2,26.61705577132407
400.0,0.7,0.25,30.583388370506242
400.0,0.7,0.3,35.007692887010776
400.0,0.7,0.4,39.13225748688583
400.0,0.7,0.5,44.662562013720795
400.0,0.7,0.6,48.95363161565176
400.0,0.7,0.8,54.285375527771656
400.0,0.7,1.0,57.16081958254124
400.0,0.75,0.001,0.0
400.0,0.75,0.005,0.0
400.0,0.75,0.01,0.0
400.0,0.75,0.0125,0.0
400.0,0.75,0.015,0.0
400.0,0.75,0.02,0.48342815285546126
400.0,0.75,0.03,2.9321667014380273
400.0,0.75,0.04,6.389170834837352
400.0,0.75,0.05,9.392537087002227
400.0,0.75,0.1,17.674982361380085
400.0,0.75,0.15,22.07428934766641
400.0,0.75,0.2,27.390359919339783
400.0,0.75,0.25,31.56988265174483
400.0,0.75,0.3,35.082678395835316
400.0,0.75,0.4,41.60402099776205
400.0,0.75,0.5,42.70051662265497
400.0,0.75,0.6,48.79864014950136
400.0,0.75,0.8,54.319410264695804
400.0,0.75,1.0,57.75239234396561
400.0,0.8,0.001,0.0
400.0,0.8,0.005,0.0
400.0,0.8,0.01,0.0
400.0,0.8,0.0125,0.0
400.0,0.8,0.015,0.0
400.0,0.8,0.02,0.0
400.0,0.8,0.03,4.431902446688382
400.0,0.8,0.04,5.9430477269017254
400.0,0.8,0.05,9.212547759673615
400.0,0.8,0.1,16.925768651303734
400.0,0.8,0.15,22.44309675550349
400.0,0.8,0.2,29.169649510013453
400.0,0.8,0.25,31.25393952387563
400.0,0.8,0.3,34.958303157293386
400.0,0.8,0.4,39.87865650154991
400.0,0.8,0.5,44.38618985539421
400.0,0.8,0.6,47.092492399601454
400.0,0.8,0.8,55.257627330942036
400.0,0.8,1.0,60.370090589422205
400.0,0.85,0.001,0.0
400.0,0.85,0.005,0.0
400.0,0.85,0.01,0.0
400.0,0.85,0.0125,0.0
400.0,0.85,0.015,0.0
400.0,0.85,0.02,0.0
400.0,0.85,0.03,3.055490228216186
400.0,0.85,0.04,7.182094065735538
400.0,0.85,0.05,8.615974850313506
400.0,0.85,0.1,15.724827533738695
400.0,0.85,0.15,23.433935712204622
400.0,0.85,0.2,27.745365385847755
400.0,0.85,0.25,33.52742475504086
400.0,0.85,0.3,34.98361975553202
400.0,0.85,0.4,40.16778603925278
400.0,0.85,0.5,46.07867050234138
400.0,0.85,0.6,48.102819482284524
400.0,0.85,0.8,53.653703432139636
400.0,0.85,1.0,58.021093720922025
400.0,0.9,0.001,0.0
400.0,0.9,0.005,0.0
400.0,0.9,0.01,0.0
400.0,0.9,0.0125,0.0
400.0,0.9,0.015,0.0
400.0,0.9,0.02,0.27040620549130084
400.0,0.9,0.03,2.287918683063962
400.0,0.9,0.04,6.131686849456448
400.0,0.9,0.05,8.75584321065853
400.0,0.9,0.1,15.441912694708032
400.0,0.9,0.15,21.19127439051557
400.0,0.9,0.2,26.496184437117783
400.0,0.9,0.25,30.082807322511904
400.0,0.9,0.3,34.55224968886212
400.0,0.9,0.4,39.28211626561476
400.0,0.9,0.5,44.10139957014663
400.0,0.9,0.6,47.65876351750742
400.0,0.9,0.8,54.61537459326799
400.0,0.9,1.0,59.788631657870816
400.0,0.95,0.001,0.0
400.0,0.95,0.005,0.0
400.0,0.95,0.01,0.0
400.0,0.95,0.0125,0.0
400.0,0.95,0.015,0.0
400.0,0.95,0.02,0.12537344626212682
400.0,0.95,0.03,2.666824820495651
400.0,0.95,0.04,5.743482913405823
400.0,0.95,0.05,8.349541138319974
400.0,0.95,0.1,15.145890438575687
400.0,0.95,0.15,20.640762948859784
400.0,0.95,0.2,27.19243281238129
400.0,0.95,0.25,29.72495868453222
400.0,0.95,0.3,33.419538455501545
400.0,0.95,0.4,38.15176168035984
400.0,0.95,0.5,43.71882397499756
400.0,0.95,0.6,46.58005929732384
400.0,0.95,0.8,53.61826873949874
400.0,0.95,1.0,58.143796634261776
500.0,0.5,0.001,0.0
500.0,0.5,0.005,0.0
500.0,0.5,0.01,0.0
500.0,0.5,0.0125,0.0
500.0,0.5,0.015,0.0
500.0,0.5,0.02,2.06814204849886
500.0,0.5,0.03,5.466341193465004
500.0,0.5,0.04,8.447478441699412
500.0,0.5,0.05,10.043754227805374
500.0,0.5,0.1,17.83087822089327
500.0,0.5,0.15,24.384968039615636
500.0,0.5,0.2,29.60203131422756
500.0,0.5,0.25,32.12716448099782
500.0,0.5,0.3,35.739715101879916
500.0,0.5,0.4,40.44736834491853
500.0,0.5,0.5,46.83371036476011
500.0,0.5,0.6,50.4917535983406
500.0,0.5,0.8,57.80973592392286
500.0,0.5,1.0,58.80706560773859
500.0,0.55,0.001,0.0
500.0,0.55,0.005,0.0
500.0,0.55,0.01,0.0
500.0,0.55,0.0125,0.0
500.0,0.55,0.015,0.03592902075854844
500.0,0.55,0.02,3.459294509968122
500.0,0.55,0.03,4.239978985614054
500.0,0.55,0.04,7.859114783000585
500.0,0.55,0.05,9.907119794489235
500.0,0.55,0.1,17.207645747943225
500.0,0.55,0.15,24.999062674857342
500.0,0.55,0.2,27.170132850976056
500.0,0.55,0.25,31.906035766583507
500.0,0.55,0.3,35.95451861006638
500.0,0.55,0.4,42.32549996929454
500.0,0.55,0.5,46.882554111065765
500.0,0.55,0.6,48.79744428214988
500.0,0.55,0.8,54.98160878809148
500.0,0.55,1.0,60.50232896994504
500.0,0.6,0.001,0.0
500.0,0.6,0.005,0.0
500.0,0.6,0.01,0.0
500.0,0.6,0.0125,0.0
500.0,0.6,0.015,0.2570992179863148
500.0,0.6,0.02,1.0181122643966216
500.0,0.6,0.03,6.405506530968816
500.0,0.6,0.04,8.549208075862316
500.0,0.6,0.05,9.963304975910756
500.0,0.6,0.1,18.891866154530838
500.0,0.6,0.15,23.75891093781049
500.0,0.6,0.2,29.670908497112457
500.0,0.6,0.25,33.703651866420486
500.0,0.6,0.3,35.14994675175565
500.0,0.6,0.4,41.719822203505046
500.0,0.6,0.5,45.551935379490246
500.0,0.6,0.6,48.467991513639866
500.0,0.6,0.8,53.93879520801737
500.0,0.6,1.0,59.16421582103665
500.0,0.65,0.001,0.0
500.0,0.65,0.005,0.0
500.0,0.65,0.01,0.0
500.0,0.65,0.0125,0.0
500.0,0.65,0.015,0.09950795591417512
500.0,0.65,0.02,1.7767691910934011
500.0,0.65,0.03,4.1255473352036365
500.0,0.65,0.04,6.905097316017674
500.0,0.65,0.05,8.482149205087598
500.0,0.65,0.1,16.737978764677656
500.0,0.65,0.15,22.512274914332394
500.0,0.65,0.2,28.02323734769201
500.0,0.65,0.25,32.61632144143399
500.0,0.65,0.3,35.75803389355228
500.0,0.65,0.4,39.68551103458266
500.0,0.65,0.5,45.838608688458535
500.0,0.65,0.6,48.40619825158885
500.0,0.65,0.8,54.52873788171818
500.0,0.65,1.0,60.17114370876627
500.0,0.7,0.001,0.0
500.0,0.7,0.005,0.0
500.0,0.7,0.01,0.0
500.0,0.7,0.0125,0.0
500.0,0.7,0.015,0.0
500.0,0.7,0.02,0.9458725513975418
500.0,0.7,0.03,5.375609714736823
500.0,0.7,0.04,6.38792008444747
500.0,0.7,0.05,9.69644204532984
500.0,0.7,0.1,16.451586239335832
500.0,0.7,0.15,23.314850711536515
500.0,0.7,0.2,27.844740232406973
500.0,0.7,0.25,30.28641818525211
500.0,0.7,0.3,34.765178298363004
500.0,0.7,0.4,40.346396246140145
500.0,0.7,0.5,45.5038292266895
500.0,0.7,0.6,48.46601441780428
500.0,0.7,0.8,54.839542995914805
500.0,0.7,1.0,60.99068276879319
500.0,0.75,0.001,0.0
500.0,0.75,0.005,0.0
500.0,0.75,0.01,0.0
500.0,0.75,0.0125,0.0
500.0,0.75,0.015,0.004816955684007701
500.0,0.75,0.02,0.5602547179234263
500.0,0.75,0.03,5.331952917279626
500.0,0.75,0.04,7.433360795952206
500.0,0.75,0.05,9.563228459249512
500.0,0.75,0.1,16.74030720994698
500.0,0.75,0.15,22.961816654505245
500.0,0.75,0.2,27.2652021022351
500.0,0.75,0.25,30.57135823778171
500.0,0.75,0.3,34.34664218784995
500.0,0.75,0.4,40.98428924067717
500.0,0.75,0.5,44.30264083194034
500.0,0.75,0.6,49.280104419877695
500.0,0.75,0.8,52.70986532285999
500.0,0.75,1.0,58.5428452614439
500.0,0.8,0.001,0.0
500.0,0.8,0.005,0.0
500.0,0.8,0.01,0.0
500.0,0.8,0.0125,0.0
500.0,0.8,0.015,0.0
500.0,0.8,0.02,0.0
500.0,0.8,0.03,4.166975816183779
500.0,0.8,0.04,6.85333380359112
500.0,0.8,0.05,8.448715860647912
500.0,0.8,0.1,17.052082724698607
500.0,0.8,0.15,22.081466308282288
500.0,0.8,0.2,26.54182125243033
500.0,0.8,0.25,30.7834774590008
500.0,0.8,0.3,35.12298240842061
500.0,0.8,0.4,38.2054078523346
500.0,0.8,0.5,42.52950137468526
500.0,0.8,0.6,48.04306372484085
500.0,0.8,0.8,55.369427817375104
500.0,0.8,1.0,58.24960632973915
500.0,0.85,0.001,0.0
500.0,0.85,0.005,0.0
500.0,0.85,0.01,0.0
500.0,0.85,0.0125,0.0
500.0,0.85,0.015,0.0
500.0,0.85,0.02,0.026377607899347028
500.0,0.85,0.03,5.01321546970515
500.0,0.85,0.04,6.857016594472142
500.0,0.85,0.05,9.099335728518888
500.0,0.85,0.1,15.657928982700431
500.0,0.85,0.15,22.401516104282813
500.0,0.85,0.2,28.128785982594298
500.0,0.85,0.25,32.41523301768247
500.0,0.85,0.3,32.919719860628625
500.0,0.85,0.4,39.46309849120968
500.0,0.85,0.5,45.51926925987498
500.0,0.85,0.6,50.204193047674984
500.0,0.85,0.8,52.69793527463242
500.0,0.85,1.0,60.15548239947958
500.0,0.9,0.001,0.0
500.0,0.9,0.005,0.0
500.0,0.9,0.01,0.0
500.0,0.9,0.0125,0.0
500.0,0.9,0.015,0.0
500.0,0.9,0.02,0.8301362114522985
500.0,0.9,0.03,3.9087658519339343
500.0,0.9,0.04,6.7279777893227335
500.0,0.9,0.05,8.651270951095766
500.0,0.9,0.1,15.004457667909646
500.0,0.9,0.15,22.165540260279617
500.0,0.9,0.2,27.05018853435827
500.0,0.9,0.25,29.89447352376273
500.0,0.9,0.3,34.15845229198632
500.0,0.9,0.4,39.31151557918525
500.0,0.9,0.5,44.36078559747244
500.0,0.9,0.6,47.92593330654078
500.0,0.9,0.8,54.68125178049802
500.0,0.9,1.0,57.09440449282248
500.0,0.95,0.001,0.0
500.0,0.95,0.005,0.0
500.0,0.95,0.01,0.0
500.0,0.95,0.0125,0.0
500.0,0.95,0.015,0.0
500.0,0.95,0.02,0.024328228998618123
500.0,0.95,0.03,4.3873509023063715
500.0,0.95,0.04,5.561691832505774
500.0,0.95,0.05,7.400600476674045
500.0,0.95,0.1,15.477688465312191
500.0,0.95,0.15,21.01605619495904
500.0,0.95,0.2,26.474560205913406
500.0,0.95,0.25,32.65375100791227
500.0,0.95,0.3,33.70815217976795
500.0,0.95,0.4,38.6745569994292
500.0,0.95,0.5,44.6664223802891
500.0,0.95,0.6,47.57267360141676
500.0,0.95,0.8,53.307869431544724
500.0,0.95,1.0,57.35993185223942
750.0,0.5,0.001,0.0
750.0,0.5,0.005,0.0
750.0,0.5,0.01,0.0
750.0,0.5,0.0125,0.06036369019009583
750.0,0.5,0.015,0.3202191408361094
750.0,0.5,0.02,2.1179341513406853
750.0,0.5,0.03,5.976888304108908
750.0,0.5,0.04,7.401675384041225
750.0,0.5,0.05,8.905877106174383
750.0,0.5,0.1,18.116461615304313
750.0,0.5,0.15,24.825658881050813
750.0,0.5,0.2,26.86670410034697
750.0,0.5,0.25,32.02915242338674
750.0,0.5,0.3,35.35223563636797
750.0,0.5,0.4,39.30169471414341
750.0,0.5,0.5,46.84872935871556
750.0,0.5,0.6,49.38269919695979
750.0,0.5,0.8,55.614546377443546
750.0,0.5,1.0,59.25393819402898
750.0,0.55,0.001,0.0
750.0,0.55,0.005,0.0
750.0,0.55,0.01,0.0
750.0,0.55,0.0125,0.0
750.0,0.55,0.015,0.5530516354090649
750.0,0.55,0.02,3.159882745699689
750.0,0.55,0.03,5.321142330871606
750.0,0.55,0.04,7.653782633073003
750.0,0.55,0.05,9.924208445319348
750.0,0.55,0.1,18.79322072436393
750.0,0.55,0.15,23.882009733923034
750.0,0.55,0.2,28.08719398707264
750.0,0.55,0.25,31.308455414569817
750.0,0.55,0.3,35.2812244243116
750.0,0.55,0.4,41.08344176930679
750.0,0.55,0.5,46.59114681237305
750.0,0.55,0.6,50.1251958381892
750.0,0.55,0.8,56.15655785555058
750.0,0.55,1.0,59.547038210760334
750.0,0.6,0.001,0.0
750.0,0.6,0.005,0.0
750.0,0.6,0.01,0.0
750.0,0.6,0.0125,0.0
750.0,0.6,0.015,0.42899184241043425
750.0,0.6,0.02,2.705638701088894
750.0,0.6,0.03,5.648144843771451
750.0,0.6,0.04,7.465159880687777
750.0,0.6,0.05,10.35446221593408
750.0,0.6,0.1,18.3768082918433
750.0,0.6,0.15,23.2034043383603
750.0,0.6,0.2,28.464801829522603
750.0,0.6,0.25,34.02664939464745
750.0,0.6,0.3,36.4110427750966
750.0,0.6,0.4,41.03667395310609
750.0,0.6,0.5,44.42958321741449
750.0,0.6,0.6,48.64484922283137
750.0,0.6,0.8,54.05032200633714
750.0,0.6,1.0,60.35100307006886
750.0,0.65,0.001,0.0
750.0,0.65,0.005,0.0
750.0,0.65,0.01,0.0
750.0,0.65,0.0125,0.0
750.0,0.65,0.015,0.11815076849378887
750.0,0.65,0.02,1.8216178360502902
750.0,0.65,0.03,5.776860085514148
750.0,0.65,0.04,7.540994141464795
750.0,0.65,0.05,9.33612800419312
750.0,0.65,0.1,17.242813578691237
750.0,0.65,0.15,23.36566656661911
750.0,0.65,0.2,28.334685169459767
750.0,0.65,0.25,31.805379640494507
750.0,0.65,0.3,34.985435874218766
750.0,0.65,0.4,39.74655788207384
750.0,0.65,0.5,44.035262235481305
750.0,0.65,0.6,49.00732637807961
750.0,0.65,0.8,53.6697655634139
750.0,0.65,1.0,59.87702987640046
750.0,0.7,0.001,0.0
750.0,0.7,0.005,0.0
750.0,0.7,0.01,0.0
750.0,0.7,0.0125,0.0
750.0,0.7,0.015,0.09813338270353865
750.0,0.7,0.02,1.2507836543537296
750.0,0.7,0.03,4.806018911412228
750.0,0.7,0.04,7.543751226510092
750.0,0.7,0.05,8.641043218930479
750.0,0.7,0.1,16.58618711621525
750.0,0.7,0.15,23.338711703159422
750.0,0.7,0.2,28.498515288502
750.0,0.7,0.25,32.38754694953753
750.0,0.7,0.3,36.25576912052885
750.0,0.7,0.4,40.932190623165084
750.0,0.7,0.5,46.330343376090966
750.0,0.7,0.6,48.92691086023069
750.0,0.7,0.8,54.42082414113107
750.0,0.7,1.0,59.38883270225037
750.0,0.75,0.001,0.0
750.0,0.75,0.005,0.0
750.0,0.75,0.01,0.0
750.0,0.75,0.0125,0.0
750.0,0.75,0.015,0.0
750.0,0.75,0.02,2.4999199192034363
750.0,0.75,0.03,4.656574510220481
750.0,0.75,0.04,6.407186920785495
750.0,0.75,0.05,9.57279745394167
750.0,0.75,0.1,17.529261725583297
750.0,0.75,0.15,23.005122957808293
750.0,0.75,0.2,29.156300190812917
750.0,0.75,0.25,31.588387976881595
750.0,0.75,0.3,33.37861727115391
750.0,0.75,0.4,41.80986880354069
750.0,0.75,0.5,45.57211140142951
750.0,0.75,0.6,50.1411022448131
750.0,0.75,0.8,54.404534738046564
750.0,0.75,1.0,58.977269262559076
750.0,0.8,0.001,0.0
750.0,0.8,0.005,0.0
750.0,0.8,0.01,0.0
750.0,0.8,0.0125,0.0
750.0,0.8,0.015,0.0
750.0,0.8,0.02,0.9686680717165073
750.0,0.8,0.03,4.89206476805391
750.0,0.8,0.04,6.281859477820223
750.0,0.8,0.05,8.767883904688382
750.0,0.8,0.1,17.748877064736114
750.0,0.8,0.15,22.397250188641255
750.0,0.8,0.2,27.767882051817406
750.0,0.8,0.25,30.75155574247297
750.0,0.8,0.3,33.14694629390874
750.0,0.8,0.4,40.03362840795014
750.0,0.8,0.5,44.43274243233436
750.0,0.8,0.6,49.18517552890783
750.0,0.8,0.8,54.93659222903164
750.0,0.8,1.0,59.35443805073679
750.0,0.85,0.001,0.0
750.0,0.85,0.005,0.0
750.0,0.85,0.01,0.0
750.0,0.85,0.0125,0.0
750.0,0.85,0.015,0.0
750.0,0.85,0.02,1.6751183171280892
750.0,0.85,0.03,4.357325730310935
750.0,0.85,0.04,5.9667739462037535
750.0,0.85,0.05,8.3236836496799
750.0,0.85,0.1,16.806015217427284
750.0,0.85,0.15,23.383793958952488
750.0,0.85,0.2,27.98722230086416
750.0,0.85,0.25,31.053674571937375
750.0,0.85,0.3,34.27822666242038
750.0,0.85,0.4,40.25875243288461
750.0,0.85,0.5,45.361457012979514
750.0,0.85,0.6,47.124429468096224
750.0,0.85,0.8,54.001916724827865
750.0,0.85,1.0,58.740362320451595
750.0,0.9,0.001,0.0
750.0,0.9,0.005,0.0
750.0,0.9,0.01,0.0
750.0,0.9,0.0125,0.0
750.0,0.9,0.015,0.0
750.0,0.9,0.02,0.3742459935850555
750.0,0.9,0.03,3.0888280196245312
