population,access_rate,beta,pfpr2to10
100.0,0.5,0.3,39.674036059343734
100.0,0.5,0.4,41.17238031664665
100.0,0.5,0.5,41.41939674552447
100.0,0.5,0.6,54.21899102919237
100.0,0.5,0.8,56.619553681882145
100.0,0.5,1.0,61.669177459009155
100.0,0.55,0.001,0.0
100.0,0.55,0.005,0.0
100.0,0.55,0.01,0.0
100.0,0.55,0.0125,0.0
100.0,0.55,0.015,0.0
100.0,0.55,0.02,0.0
100.0,0.55,0.03,1.7632039921716358
100.0,0.55,0.04,1.301277744937165
100.0,0.55,0.05,3.9278042792086167
100.0,0.55,0.1,18.044256682591246
100.0,0.55,0.15,22.623616772193643
100.0,0.55,0.2,29.98586968808845
100.0,0.55,0.25,30.39295693837127
100.0,0.55,0.3,33.05050234622519
100.0,0.55,0.4,37.83352119290923
100.0,0.55,0.5,45.28841999099493
100.0,0.55,0.6,46.651888331319284
100.0,0.55,0.8,55.45486428657706
100.0,0.55,1.0,58.293312899455245
100.0,0.6,0.001,0.0
100.0,0.6,0.005,0.0
100.0,0.6,0.01,0.0
100.0,0.6,0.0125,0.0
100.0,0.6,0.015,0.0
100.0,0.6,0.02,0.0
100.0,0.6,0.03,0.08715699505173188
100.0,0.6,0.04,2.4645923012796076
100.0,0.6,0.05,8.216706646969913
100.0,0.6,0.1,17.608759771693613
100.0,0.6,0.15,23.428060981800662
100.0,0.6,0.2,26.445439421342343
100.0,0.6,0.25,30.785695632859035
100.0,0.6,0.3,35.905837826562006
100.0,0.6,0.4,44.415605978157224
100.0,0.6,0.5,43.783150410209075
100.0,0.6,0.6,46.87037331767149
100.0,0.6,0.8,55.72481957340939
100.0,0.6,1.0,54.28176862718776
100.0,0.65,0.001,0.0
100.0,0.65,0.005,0.0
100.0,0.65,0.01,0.0
100.0,0.65,0.0125,0.0
100.0,0.65,0.015,0.0
100.0,0.65,0.02,0.0
100.0,0.65,0.03,0.2374338624338624
100.0,0.65,0.04,0.0
100.0,0.65,0.05,2.546749023557433
100.0,0.65,0.1,14.770662038261676
100.0,0.65,0.15,20.63716966516362
100.0,0.65,0.2,29.533228916543713
100.0,0.65,0.25,33.18519732587785
100.0,0.65,0.3,38.7759824449402
100.0,0.65,0.4,41.70536049636464
100.0,0.65,0.5,40.20427186190828
100.0,0.65,0.6,52.41976909887363
100.0,0.65,0.8,53.53012494055108
100.0,0.65,1.0,59.41939960219785
100.0,0.7,0.001,0.0
100.0,0.7,0.005,0.0
100.0,0.7,0.01,0.0
100.0,0.7,0.0125,0.0
100.0,0.7,0.015,0.0
100.0,0.7,0.02,0.0
100.0,0.7,0.03,0.48180076628352486
100.0,0.7,0.04,1.9422008547008545
100.0,0.7,0.05,4.01603963007092
100.0,0.7,0.1,14.23821265800415
100.0,0.7,0.15,23.2041718758222
100.0,0.7,0.2,26.57595964261293
100.0,0.7,0.25,30.204364160012926
100.0,0.7,0.3,34.99089990070103
100.0,0.7,0.4,39.42149222159903
100.0,0.7,0.5,45.29574719383173
100.0,0.7,0.6,54.464812971981715
100.0,0.7,0.8,52.861400574777484
100.0,0.7,1.0,58.767250800218434
100.0,0.75,0.001,0.0
100.0,0.75,0.005,0.0
100.0,0.75,0.01,0.0
100.0,0.75,0.0125,0.0
100.0,0.75,0.015,0.0
100.0,0.75,0.02,0.0
100.0,0.75,0.03,0.7250107250107252
100.0,0.75,0.04,0.0
100.0,0.75,0.05,1.686939255993078
100.0,0.75,0.1,14.504591685233004
100.0,0.75,0.15,22.29277619340011
100.0,0.75,0.2,31.760175643707832
100.0,0.75,0.25,28.354578482289746
100.0,0.75,0.3,34.13046962954943
100.0,0.75,0.4,40.52720279108935
100.0,0.75,0.5,44.522755332786666
100.0,0.75,0.6,49.71658986071644
100.0,0.75,0.8,54.20170243663131
100.0,0.75,1.0,57.61039157347021
100.0,0.8,0.001,0.0
100.0,0.8,0.005,0.0
100.0,0.8,0.01,0.0
100.0,0.8,0.0125,0.0
100.0,0.8,0.015,0.0
100.0,0.8,0.02,0.0
100.0,0.8,0.03,0.0
100.0,0.8,0.04,3.1976550074305594
100.0,0.8,0.05,2.9899679220547006
100.0,0.8,0.1,16.653785920270387
100.0,0.8,0.15,22.955010030080786
100.0,0.8,0.2,24.487151827380057
100.0,0.8,0.25,27.317356774852577
100.0,0.8,0.3,32.50442572033416
100.0,0.8,0.4,39.747188695187
100.0,0.8,0.5,43.69403332490661
100.0,0.8,0.6,47.528578512253375
100.0,0.8,0.8,53.44448614784574
100.0,0.8,1.0,57.8688451170014
100.0,0.85,0.001,0.0
100.0,0.85,0.005,0.0
100.0,0.85,0.01,0.0
100.0,0.85,0.0125,0.0
100.0,0.85,0.015,0.0
100.0,0.85,0.02,0.0
100.0,0.85,0.03,0.0
100.0,0.85,0.04,0.02450980392156862
100.0,0.85,0.05,0.5621478159521638
100.0,0.85,0.1,16.296585671393245
100.0,0.85,0.15,19.9822657385338
100.0,0.85,0.2,26.79075851552721
100.0,0.85,0.25,31.811739397503487
100.0,0.85,0.3,34.01452966329655
100.0,0.85,0.4,43.0420016962798
100.0,0.85,0.5,42.87409295392787
100.0,0.85,0.6,49.71015189295465
100.0,0.85,0.8,54.458246276079876
100.0,0.85,1.0,59.41798405744238
100.0,0.9,0.001,0.0
100.0,0.9,0.005,0.0
100.0,0.9,0.01,0.0
100.0,0.9,0.0125,0.0
100.0,0.9,0.015,0.0
100.0,0.9,0.02,0.0
100.0,0.9,0.03,0.0
100.0,0.9,0.04,0.9947201807666924
100.0,0.9,0.05,2.753068560234422
100.0,0.9,0.1,13.93186348287598
100.0,0.9,0.15,22.23173771963428
100.0,0.9,0.2,26.947855677000348
100.0,0.9,0.25,28.75632742723005
100.0,0.9,0.3,32.83118007942144
100.0,0.9,0.4,42.61358912419389
100.0,0.9,0.5,42.8043491673204
100.0,0.9,0.6,44.494829135035246
100.0,0.9,0.8,52.43547516194563
100.0,0.9,1.0,55.7615199003728
100.0,0.95,0.001,0.0
100.0,0.95,0.005,0.0
100.0,0.95,0.01,0.0
100.0,0.95,0.0125,0.0
100.0,0.95,0.015,0.0
100.0,0.95,0.02,0.0
100.0,0.95,0.03,0.0
100.0,0.95,0.04,1.30399517982944
100.0,0.95,0.05,1.4288084966255428
100.0,0.95,0.1,13.241946314140993
100.0,0.95,0.15,23.742563213479354
100.0,0.95,0.2,29.619482097878535
100.0,0.95,0.25,32.29274345861032
100.0,0.95,0.3,35.46972560652817
100.0,0.95,0.4,41.873946642902716
100.0,0.95,0.5,43.25051410566536
100.0,0.95,0.6,44.65468982541401
100.0,0.95,0.8,50.39537270981439
100.0,0.95,1.0,56.27078376124451
150.0,0.5,0.001,0.0
150.0,0.5,0.005,0.0
150.0,0.5,0.01,0.0
150.0,0.5,0.0125,0.0
150.0,0.5,0.015,0.05874060150375939
150.0,0.5,0.02,0.0
150.0,0.5,0.03,1.164248857437712
150.0,0.5,0.04,4.842029693624747
150.0,0.5,0.05,8.264676204253716
150.0,0.5,0.1,17.54090160882601
150.0,0.5,0.15,24.67382538723156
150.0,0.5,0.2,28.681154835759493
150.0,0.5,0.25,30.516742159709413
150.0,0.5,0.3,31.677084055803682
150.0,0.5,0.4,42.485011460258654
150.0,0.5,0.5,46.18668071452674
150.0,0.5,0.6,47.18900808144916
150.0,0.5,0.8,58.05927776069234
150.0,0.5,1.0,61.00335017291483
150.0,0.55,0.001,0.0
150.0,0.55,0.005,0.0
150.0,0.55,0.01,0.0
150.0,0.55,0.0125,0.0
150.0,0.55,0.015,0.0
150.0,0.55,0.02,0.0
150.0,0.55,0.03,1.6313001670630327
150.0,0.55,0.04,3.8790769464659407
150.0,0.55,0.05,6.9817560937289525
150.0,0.55,0.1,17.8101073147809
150.0,0.55,0.15,22.340523202741796
150.0,0.55,0.2,28.366073282166344
150.0,0.55,0.25,33.187082168395065
150.0,0.55,0.3,29.427763942721658
150.0,0.55,0.4,41.74394306275513
150.0,0.55,0.5,48.90577018148042
150.0,0.55,0.6,48.18383433539115
150.0,0.55,0.8,53.027179456043385
150.0,0.55,1.0,55.91139129351817
150.0,0.6,0.001,0.0
150.0,0.6,0.005,0.0
150.0,0.6,0.01,0.0
150.0,0.6,0.0125,0.0
150.0,0.6,0.015,0.0
150.0,0.6,0.02,0.0
150.0,0.6,0.03,0.10416666666666667
150.0,0.6,0.04,4.034952660614087
150.0,0.6,0.05,7.62107088298742
150.0,0.6,0.1,19.235641483907276
150.0,0.6,0.15,26.253782838335137
150.0,0.6,0.2,30.705228061958127
150.0,0.6,0.25,31.941978643297944
150.0,0.6,0.3,35.790306713478415
150.0,0.6,0.4,39.49991887573687
150.0,0.6,0.5,44.46355862973637
150.0,0.6,0.6,51.17687733233409
150.0,0.6,0.8,55.24536005506525
150.0,0.6,1.0,57.993949469105004
150.0,0.65,0.001,0.0
150.0,0.65,0.005,0.0
150.0,0.65,0.01,0.0
150.0,0.65,0.0125,0.0
150.0,0.65,0.015,0.0
150.0,0.65,0.02,0.0
150.0,0.65,0.03,0.11674049464747138
150.0,0.65,0.04,3.6289076999104486
150.0,0.65,0.05,5.362426398485853
150.0,0.65,0.1,15.988731032530954
150.0,0.65,0.15,22.53027623999552
150.0,0.65,0.2,28.42582168028464
150.0,0.65,0.25,33.256112668168825
150.0,0.65,0.3,35.04940054699131
150.0,0.65,0.4,42.48560670611026
150.0,0.65,0.5,45.58654176821611
150.0,0.65,0.6,48.99772456370368
150.0,0.65,0.8,55.391025041306456
150.0,0.65,1.0,59.80250477705361
150.0,0.7,0.001,0.0
150.0,0.7,0.005,0.0
150.0,0.7,0.01,0.0
150.0,0.7,0.0125,0.0
150.0,0.7,0.015,0.0
150.0,0.7,0.02,0.0
150.0,0.7,0.03,0.0
150.0,0.7,0.04,1.3540121104683513
150.0,0.7,0.05,3.5007729544511124
150.0,0.7,0.1,18.822604774720926
150.0,0.7,0.15,23.81950703458474
150.0,0.7,0.2,27.712631269341436
150.0,0.7,0.25,31.442949020507807
150.0,0.7,0.3,37.78459269080336
150.0,0.7,0.4,40.051285267748725
150.0,0.7,0.5,45.971075578148586
150.0,0.7,0.6,48.18792176930232
150.0,0.7,0.8,56.59194726187572
150.0,0.7,1.0,58.082714169311046
150.0,0.75,0.001,0.0
150.0,0.75,0.005,0.0
150.0,0.75,0.01,0.0
150.0,0.75,0.0125,0.0
150.0,0.75,0.015,0.0
150.0,0.75,0.02,0.0
150.0,0.75,0.03,0.0
150.0,0.75,0.04,4.413025976660786
150.0,0.75,0.05,5.402479205132614
150.0,0.75,0.1,16.199184308657742
150.0,0.75,0.15,22.937054255843087
150.0,0.75,0.2,27.428514896787938
150.0,0.75,0.25,31.574925994569263
150.0,0.75,0.3,34.84881665964703
150.0,0.75,0.4,41.51311144814569
150.0,0.75,0.5,42.698631613959435
150.0,0.75,0.6,48.192539407507944
150.0,0.75,0.8,54.269115872672174
150.0,0.75,1.0,60.650023897636174
150.0,0.8,0.001,0.0
150.0,0.8,0.005,0.0
150.0,0.8,0.01,0.0
150.0,0.8,0.0125,0.0
150.0,0.8,0.015,0.0
150.0,0.8,0.02,0.0
150.0,0.8,0.03,0.0
150.0,0.8,0.04,2.405984013354372
150.0,0.8,0.05,7.738500461790315
150.0,0.8,0.1,16.458741833568823
150.0,0.8,0.15,22.248729233872734
150.0,0.8,0.2,28.025168327763772
150.0,0.8,0.25,31.134555640634424
150.0,0.8,0.3,33.91898599274244
150.0,0.8,0.4,41.13332212711836
150.0,0.8,0.5,45.26739802304627
150.0,0.8,0.6,47.18183305020775
150.0,0.8,0.8,50.82805698419396
150.0,0.8,1.0,59.10490128786089
150.0,0.85,0.001,0.0
150.0,0.85,0.005,0.0
150.0,0.85,0.01,0.0
150.0,0.85,0.0125,0.0
150.0,0.85,0.015,0.0
150.0,0.85,0.02,0.0
150.0,0.85,0.03,0.0
150.0,0.85,0.04,3.0230658465457534
150.0,0.85,0.05,6.710850268863313
150.0,0.85,0.1,15.343846812302164
150.0,0.85,0.15,22.205470351722443
150.0,0.85,0.2,23.5582345668497
150.0,0.85,0.25,31.42147043506501
150.0,0.85,0.3,35.87530195896315
150.0,0.85,0.4,39.33978791615587
150.0,0.85,0.5,46.52251280527672
150.0,0.85,0.6,45.02094316554981
150.0,0.85,0.8,54.490312808867316
150.0,0.85,1.0,61.07519126739999
150.0,0.9,0.001,0.0
150.0,0.9,0.005,0.0
150.0,0.9,0.01,0.0
150.0,0.9,0.0125,0.0
150.0,0.9,0.015,0.0
150.0,0.9,0.02,0.0
150.0,0.9,0.03,1.081890607395998
150.0,0.9,0.04,3.5078524438542047
150.0,0.9,0.05,5.501653096363798
150.0,0.9,0.1,14.884242819209032
150.0,0.9,0.15,21.077638515112774
150.0,0.9,0.2,29.599683652659518
150.0,0.9,0.25,25.875859640405956
150.0,0.9,0.3,33.63865429849394
150.0,0.9,0.4,40.31910821464047
150.0,0.9,0.5,44.18378210597536
150.0,0.9,0.6,49.77995616963717
150.0,0.9,0.8,54.783269142809885
150.0,0.9,1.0,59.65788251483152
150.0,0.95,0.001,0.0
150.0,0.95,0.005,0.0
150.0,0.95,0.01,0.0
150.0,0.95,0.0125,0.0
150.0,0.95,0.015,0.0
150.0,0.95,0.02,0.0
150.0,0.95,0.03,0.0
150.0,0.95,0.04,0.4735436347278451
150.0,0.95,0.05,6.160942742576555
150.0,0.95,0.1,14.371310501669617
150.0,0.95,0.15,21.634960173304833
150.0,0.95,0.2,29.08728298001936
150.0,0.95,0.25,29.391644333041434
150.0,0.95,0.3,30.47993116326674
150.0,0.95,0.4,39.18344112890204
150.0,0.95,0.5,40.30118986559103
150.0,0.95,0.6,47.2014836639579
150.0,0.95,0.8,53.49069124778403
150.0,0.95,1.0,57.95405959440747
200.0,0.5,0.001,0.0
200.0,0.5,0.005,0.0
200.0,0.5,0.01,0.0
200.0,0.5,0.0125,0.0
200.0,0.5,0.015,0.0
200.0,0.5,0.02,0.14624651421326612
200.0,0.5,0.03,3.000844972294871
200.0,0.5,0.04,5.278526055525544
200.0,0.5,0.05,10.202729192728201
200.0,0.5,0.1,16.93331174215794
200.0,0.5,0.15,22.55227854861316
200.0,0.5,0.2,28.46365651603805
200.0,0.5,0.25,35.425429727288986
200.0,0.5,0.3,38.054549002750164
200.0,0.5,0.4,40.044682110822855
200.0,0.5,0.5,49.5994804885914
200.0,0.5,0.6,49.06323401458828
200.0,0.5,0.8,56.350495674632995
200.0,0.5,1.0,57.041759739351754
200.0,0.55,0.001,0.0
200.0,0.55,0.005,0.0
200.0,0.55,0.01,0.0
200.0,0.55,0.0125,0.0
200.0,0.55,0.015,0.0
200.0,0.55,0.02,0.0
200.0,0.55,0.03,1.682093175651423
200.0,0.55,0.04,8.440509215402109
200.0,0.55,0.05,10.060690047844664
200.0,0.55,0.1,18.32722483444078
200.0,0.55,0.15,24.63030335767622
200.0,0.55,0.2,26.790805585768318
200.0,0.55,0.25,34.58493283943093
200.0,0.55,0.3,34.930667649913346
200.0,0.55,0.4,40.22997671565888
200.0,0.55,0.5,44.785497154436
200.0,0.55,0.6,50.45753053956203
200.0,0.55,0.8,53.790865680368846
200.0,0.55,1.0,59.02612706641965
200.0,0.6,0.001,0.0
200.0,0.6,0.005,0.0
200.0,0.6,0.01,0.0
200.0,0.6,0.0125,0.0
200.0,0.6,0.015,0.0
200.0,0.6,0.02,0.0
200.0,0.6,0.03,1.868693888926234
200.0,0.6,0.04,6.877109905591214
200.0,0.6,0.05,8.49767330661906
200.0,0.6,0.1,17.462222663493
200.0,0.6,0.15,26.10720117353037
200.0,0.6,0.2,27.33383491795349
200.0,0.6,0.25,31.581421722934863
200.0,0.6,0.3,35.44644609125761
200.0,0.6,0.4,38.84364975012937
200.0,0.6,0.5,44.89522851924852
200.0,0.6,0.6,47.64745343614331
200.0,0.6,0.8,53.74870374103521
200.0,0.6,1.0,59.19995173982937
200.0,0.65,0.001,0.0
200.0,0.65,0.005,0.0
200.0,0.65,0.01,0.0
200.0,0.65,0.0125,0.0
200.0,0.65,0.015,0.0
200.0,0.65,0.02,0.0
200.0,0.65,0.03,2.125261026428435
200.0,0.65,0.04,2.659935912867044
200.0,0.65,0.05,9.199575697999403
200.0,0.65,0.1,17.153335892410894
200.0,0.65,0.15,22.054157438846936
200.0,0.65,0.2,25.130376375625854
200.0,0.65,0.25,30.913633071758788
200.0,0.65,0.3,34.79157221127092
200.0,0.65,0.4,39.650650184087034
200.0,0.65,0.5,47.00185200197415
200.0,0.65,0.6,47.42547581365646
200.0,0.65,0.8,56.207129800631456
200.0,0.65,1.0,60.65259097895661
200.0,0.7,0.001,0.0
200.0,0.7,0.005,0.0
200.0,0.7,0.01,0.0
200.0,0.7,0.0125,0.0
200.0,0.7,0.015,0.0
200.0,0.7,0.02,0.0
200.0,0.7,0.03,0.5541207066630794
200.0,0.7,0.04,4.019665322145157
200.0,0.7,0.05,7.839058532463693
200.0,0.7,0.1,15.402373771239713
200.0,0.7,0.15,24.827919290424752
200.0,0.7,0.2,28.653549828261895
200.0,0.7,0.25,31.09270197300939
200.0,0.7,0.3,36.080109769641226
200.0,0.7,0.4,41.49794073151817
200.0,0.7,0.5,43.9615822085014
200.0,0.7,0.6,47.98185594364267
200.0,0.7,0.8,55.931793897597814
200.0,0.7,1.0,61.109333691174186
200.0,0.75,0.001,0.0
200.0,0.75,0.005,0.0
200.0,0.75,0.01,0.0
200.0,0.75,0.0125,0.0
200.0,0.75,0.015,0.0
200.0,0.75,0.02,0.0
200.0,0.75,0.03,0.914267541397123
200.0,0.75,0.04,5.424488970835963
200.0,0.75,0.05,8.772141916902955
200.0,0.75,0.1,14.905508094241194
200.0,0.75,0.15,24.447588946120412
200.0,0.75,0.2,28.33582247335105
200.0,0.75,0.25,30.801047132263356
200.0,0.75,0.3,35.964763487737265
200.0,0.75,0.4,38.40783802511581
200.0,0.75,0.5,45.39564409233573
200.0,0.75,0.6,48.408400332513466
200.0,0.75,0.8,53.492716084728876
200.0,0.75,1.0,60.74609378019193
200.0,0.8,0.001,0.0
200.0,0.8,0.005,0.0
200.0,0.8,0.01,0.0
200.0,0.8,0.0125,0.0
200.0,0.8,0.015,0.0
200.0,0.8,0.02,0.0
200.0,0.8,0.03,1.477742897360341
200.0,0.8,0.04,3.3278921184803885
200.0,0.8,0.05,8.849507474514088
200.0,0.8,0.1,15.953441166002204
200.0,0.8,0.15,22.031664422263606
200.0,0.8,0.2,25.912546039470577
200.0,0.8,0.25,29.46932223928585
200.0,0.8,0.3,34.00570393645121
200.0,0.8,0.4,40.83892814004066
200.0,0.8,0.5,44.604018957262284
200.0,0.8,0.6,49.19745254577488
200.0,0.8,0.8,53.54831618806439
200.0,0.8,1.0,59.18176076579232
200.0,0.85,0.001,0.0
200.0,0.85,0.005,0.0
200.0,0.85,0.01,0.0
200.0,0.85,0.0125,0.0
200.0,0.85,0.015,0.0
200.0,0.85,0.02,0.0
200.0,0.85,0.03,1.9698068385138459
200.0,0.85,0.04,5.165467767634998
200.0,0.85,0.05,6.778168438433001
200.0,0.85,0.1,17.04076045493259
200.0,0.85,0.15,24.22766174153268
200.0,0.85,0.2,27.490050790241973
200.0,0.85,0.25,31.95638110766082
200.0,0.85,0.3,34.150321212969914
200.0,0.85,0.4,39.894335085363494
200.0,0.85,0.5,42.74430018674679
200.0,0.85,0.6,47.71923483538495
200.0,0.85,0.8,54.46413101709031
200.0,0.85,1.0,57.13864560858241
200.0,0.9,0.001,0.0
200.0,0.9,0.005,0.0
200.0,0.9,0.01,0.0
200.0,0.9,0.0125,0.0
200.0,0.9,0.015,0.0
200.0,0.9,0.02,0.0
200.0,0.9,0.03,1.0226497036746052
200.0,0.9,0.04,2.69996008171137
200.0,0.9,0.05,6.9866321215605165
200.0,0.9,0.1,16.627472325372857
200.0,0.9,0.15,20.870674734108604
200.0,0.9,0.2,28.13370110457628
200.0,0.9,0.25,28.94353106601772
200.0,0.9,0.3,34.703273116763924
200.0,0.9,0.4,40.64838275388508
200.0,0.9,0.5,45.05068249904208
200.0,0.9,0.6,49.51225845350676
200.0,0.9,0.8,51.57577009910752
200.0,0.9,1.0,58.389460820202146
200.0,0.95,0.001,0.0
200.0,0.95,0.005,0.0
200.0,0.95,0.01,0.0
200.0,0.95,0.0125,0.0
200.0,0.95,0.015,0.0
200.0,0.95,0.02,0.0
200.0,0.95,0.03,0.901197841903476
200.0,0.95,0.04,3.5975424204358317
200.0,0.95,0.05,7.701875678947241
200.0,0.95,0.1,14.027392431601092
200.0,0.95,0.15,18.411781803796487
200.0,0.95,0.2,26.7208424816623
200.0,0.95,0.25,31.801997387129212
200.0,0.95,0.3,35.96121861214612
200.0,0.95,0.4,40.49723298074201
200.0,0.95,0.5,44.68520457137612
200.0,0.95,0.6,45.02416741903569
200.0,0.95,0.8,54.538458375318285
200.0,0.95,1.0,57.6688548599756
250.0,0.5,0.001,0.0
250.0,0.5,0.005,0.0
250.0,0.5,0.01,0.0
250.0,0.5,0.0125,0.0
250.0,0.5,0.015,0.0
250.0,0.5,0.02,0.287951089299361
250.0,0.5,0.03,4.532328360607032
250.0,0.5,0.04,7.448600252508191
250.0,0.5,0.05,9.146489820723163
250.0,0.5,0.1,17.360831538460385
250.0,0.5,0.15,25.365318038014557
250.0,0.5,0.2,27.57213509120765
250.0,0.5,0.25,31.78116212380441
250.0,0.5,0.3,36.43983051142179
250.0,0.5,0.4,41.207823874023404
250.0,0.5,0.5,45.1538159727977
250.0,0.5,0.6,48.32374653923435
250.0,0.5,0.8,57.642606235543134
250.0,0.5,1.0,59.1847427384782
250.0,0.55,0.001,0.0
250.0,0.55,0.005,0.0
250.0,0.55,0.01,0.0
250.0,0.55,0.0125,0.0
250.0,0.55,0.015,0.0
250.0,0.55,0.02,0.0
250.0,0.55,0.03,5.188167362915204
250.0,0.55,0.04,7.414201789571527
250.0,0.55,0.05,11.334235076305218
250.0,0.55,0.1,17.195889459716874
250.0,0.55,0.15,24.563773620092086
250.0,0.55,0.2,26.52228048883585
250.0,0.55,0.25,30.85947002976559
250.0,0.55,0.3,36.33802932564829
250.0,0.55,0.4,39.889337840558134
250.0,0.55,0.5,46.851118451732475
250.0,0.55,0.6,47.74499545362649
250.0,0.55,0.8,56.33364038127091
250.0,0.55,1.0,58.135649500589025
250.0,0.6,0.001,0.0
250.0,0.6,0.005,0.0
250.0,0.6,0.01,0.0
250.0,0.6,0.0125,0.0
250.0,0.6,0.015,0.0
250.0,0.6,0.02,0.0
250.0,0.6,0.03,3.8174974918563898
250.0,0.6,0.04,4.9407412865451015
250.0,0.6,0.05,7.881132147716032
250.0,0.6,0.1,17.91116011218348
250.0,0.6,0.15,25.45356860133485
250.0,0.6,0.2,29.07899295018617
250.0,0.6,0.25,32.529883970206356
250.0,0.6,0.3,35.91024970141435
250.0,0.6,0.4,41.41840961510276
250.0,0.6,0.5,43.686917486059585
250.0,0.6,0.6,49.96414967148937
250.0,0.6,0.8,54.68033846405382
250.0,0.6,1.0,59.78268521636405
250.0,0.65,0.001,0.0
250.0,0.65,0.005,0.0
250.0,0.65,0.01,0.0
250.0,0.65,0.0125,0.0
250.0,0.65,0.015,0.0
250.0,0.65,0.02,0.0
250.0,0.65,0.03,4.449460452990289
250.0,0.65,0.04,6.588239786064949
250.0,0.65,0.05,9.924287225665402
250.0,0.65,0.1,19.12362981968446
250.0,0.65,0.15,26.158543850020457
250.0,0.65,0.2,26.927672308533268
250.0,0.65,0.25,30.858379089266755
250.0,0.65,0.3,32.3819494765792
250.0,0.65,0.4,40.38442046975832
250.0,0.65,0.5,48.97438417822282
250.0,0.65,0.6,50.1343746257361
250.0,0.65,0.8,57.47872699407886
250.0,0.65,1.0,56.52299984897146
250.0,0.7,0.001,0.0
250.0,0.7,0.005,0.0
250.0,0.7,0.01,0.0
250.0,0.7,0.0125,0.0
250.0,0.7,0.015,0.0
250.0,0.7,0.02,0.0
250.0,0.7,0.03,3.886649079715897
250.0,0.7,0.04,4.347453065040513
250.0,0.7,0.05,6.152136934347846
250.0,0.7,0.1,17.137403432283758
250.0,0.7,0.15,21.585095087095368
250.0,0.7,0.2,27.309551539996978
250.0,0.7,0.25,29.708130542281754
250.0,0.7,0.3,37.344974380313026
250.0,0.7,0.4,38.5840063567393
250.0,0.7,0.5,46.46313545415846
250.0,0.7,0.6,49.27052249689789
250.0,0.7,0.8,54.74103043738372
250.0,0.7,1.0,57.381249889296484
250.0,0.75,0.001,0.0
250.0,0.75,0.005,0.0
250.0,0.75,0.01,0.0
250.0,0.75,0.0125,0.0
250.0,0.75,0.015,0.0
250.0,0.75,0.02,0.0
250.0,0.75,0.03,2.164267843670298
250.0,0.75,0.04,6.9772604263121165
250.0,0.75,0.05,7.615526765934668
250.0,0.75,0.1,15.845222822813213
250.0,0.75,0.15,22.680133515620568
250.0,0.75,0.2,26.945520752561926
250.0,0.75,0.25,33.60264437861319
250.0,0.75,0.3,32.63050500782702
250.0,0.75,0.4,41.136160704364244
250.0,0.75,0.5,44.078814650198964
250.0,0.75,0.6,48.87490189662732
250.0,0.75,0.8,53.60629661642855
250.0,0.75,1.0,60.134502536217305
250.0,0.8,0.001,0.0
250.0,0.8,0.005,0.0
250.0,0.8,0.01,0.0
250.0,0.8,0.0125,0.0
250.0,0.8,0.015,0.0
250.0,0.8,0.02,0.0
250.0,0.8,0.03,2.337560487254019
250.0,0.8,0.04,4.2625933823126445
250.0,0.8,0.05,9.947990166944617
250.0,0.8,0.1,16.417727609945477
250.0,0.8,0.15,22.56354013116607
250.0,0.8,0.2,26.919908238696657
250.0,0.8,0.25,30.284506712255922
250.0,0.8,0.3,36.595593892101945
250.0,0.8,0.4,41.577552019292824
250.0,0.8,0.5,45.36229606168923
250.0,0.8,0.6,49.98742380775718
250.0,0.8,0.8,52.76986406218291
250.0,0.8,1.0,58.85530788676768
250.0,0.85,0.001,0.0
250.0,0.85,0.005,0.0
250.0,0.85,0.01,0.0
250.0,0.85,0.0125,0.0
250.0,0.85,0.015,0.0
250.0,0.85,0.02,0.0
250.0,0.85,0.03,1.007908396846235
250.0,0.85,0.04,4.38733421583129
250.0,0.85,0.05,6.650982678321293
250.0,0.85,0.1,15.677133139989824
250.0,0.85,0.15,21.866406537027792
250.0,0.85,0.2,28.012503533892108
250.0,0.85,0.25,32.003623908546274
250.0,0.85,0.3,38.22949264337601
250.0,0.85,0.4,37.46522505649188
250.0,0.85,0.5,44.45510805737271
250.0,0.85,0.6,47.3099817742975
250.0,0.85,0.8,54.24264871337368
250.0,0.85,1.0,57.68624392425037
250.0,0.9,0.001,0.0
250.0,0.9,0.005,0.0
250.0,0.9,0.01,0.0
250.0,0.9,0.0125,0.0
250.0,0.9,0.015,0.0
250.0,0.9,0.02,0.0
250.0,0.9,0.03,1.3659583809464702
250.0,0.9,0.04,4.487303108325368
250.0,0.9,0.05,6.150878068698107
250.0,0.9,0.1,14.794735631376877
250.0,0.9,0.15,21.774928521169578
250.0,0.9,0.2,25.235740470789928
250.0,0.9,0.25,31.67944805657615
250.0,0.9,0.3,32.167318704906585
250.0,0.9,0.4,41.49994440359929
250.0,0.9,0.5,43.619270550578484
250.0,0.9,0.6,48.813953298301655
250.0,0.9,0.8,52.88792398216718
250.0,0.9,1.0,58.02827050166786
250.0,0.95,0.001,0.0
250.0,0.95,0.005,0.0
250.0,0.95,0.01,0.0
250.0,0.95,0.0125,0.0
250.0,0.95,0.015,0.0
250.0,0.95,0.02,0.0
250.0,0.95,0.03,0.5147248938358768
250.0,0.95,0.04,5.198861183218482
250.0,0.95,0.05,7.498931189433399
250.0,0.95,0.1,15.169080241616442
250.0,0.95,0.15,20.63444589249514
250.0,0.95,0.2,24.790794749551246
250.0,0.95,0.25,30.886408462493012
250.0,0.95,0.3,33.160374547884594
250.0,0.95,0.4,39.06381549212518
