,population,access_rate,beta,iteration,pfprunder5,pfpr2to10,pfprall
cal_10_0.5_0.001_monthly_data_1,10.0,0.5,0.001,1.0,0.0,0.0,0.0
cal_10_0.5_0.001_monthly_data_2,10.0,0.5,0.001,2.0,0.0,0.0,0.0
cal_10_0.5_0.001_monthly_data_3,10.0,0.5,0.001,3.0,0.0,0.0,0.0
cal_10_0.5_0.001_monthly_data_4,10.0,0.5,0.001,4.0,0.0,0.0,0.0
cal_10_0.5_0.001_monthly_data_5,10.0,0.5,0.001,5.0,0.0,0.0,0.0
cal_10_0.5_0.001_monthly_data_6,10.0,0.5,0.001,6.0,0.0,0.0,0.0
cal_10_0.5_0.001_monthly_data_7,10.0,0.5,0.001,7.0,0.0,0.0,0.0
cal_10_0.5_0.001_monthly_data_8,10.0,0.5,0.001,8.0,0.0,0.0,0.0
cal_10_0.5_0.001_monthly_data_9,10.0,0.5,0.001,9.0,0.0,0.0,0.0
cal_10_0.5_0.001_monthly_data_10,10.0,0.5,0.001,10.0,0.0,0.0,0.0
cal_10_0.5_0.005_monthly_data_1,10.0,0.5,0.005,1.0,0.0,0.0,0.0
cal_10_0.5_0.005_monthly_data_2,10.0,0.5,0.005,2.0,0.0,0.0,0.0
cal_10_0.5_0.005_monthly_data_3,10.0,0.5,0.005,3.0,0.0,0.0,0.0
cal_10_0.5_0.005_monthly_data_4,10.0,0.5,0.005,4.0,0.0,0.0,0.0
cal_10_0.5_0.005_monthly_data_5,10.0,0.5,0.005,5.0,0.0,0.0,0.0
cal_10_0.5_0.005_monthly_data_6,10.0,0.5,0.005,6.0,0.0,0.0,0.0
cal_10_0.5_0.005_monthly_data_7,10.0,0.5,0.005,7.0,0.0,0.0,0.0
cal_10_0.5_0.005_monthly_data_8,10.0,0.5,0.005,8.0,0.0,0.0,0.0
cal_10_0.5_0.005_monthly_data_9,10.0,0.5,0.005,9.0,0.0,0.0,0.0
cal_10_0.5_0.005_monthly_data_10,10.0,0.5,0.005,10.0,0.0,0.0,0.0
cal_10_0.5_0.01_monthly_data_1,10.0,0.5,0.01,1.0,0.0,0.0,0.0
cal_10_0.5_0.01_monthly_data_2,10.0,0.5,0.01,2.0,0.0,0.0,0.0
cal_10_0.5_0.01_monthly_data_3,10.0,0.5,0.01,3.0,0.0,0.0,0.0
cal_10_0.5_0.01_monthly_data_4,10.0,0.5,0.01,4.0,0.0,0.0,0.0
cal_10_0.5_0.01_monthly_data_5,10.0,0.5,0.01,5.0,0.0,0.0,0.0
cal_10_0.5_0.01_monthly_data_6,10.0,0.5,0.01,6.0,0.0,0.0,0.0
cal_10_0.5_0.01_monthly_data_7,10.0,0.5,0.01,7.0,0.0,0.0,0.0
cal_10_0.5_0.01_monthly_data_8,10.0,0.5,0.01,8.0,0.0,0.0,0.0
cal_10_0.5_0.01_monthly_data_9,10.0,0.5,0.01,9.0,0.0,0.0,0.0
cal_10_0.5_0.01_monthly_data_10,10.0,0.5,0.01,10.0,0.0,0.0,0.0
cal_10_0.5_0.0125_monthly_data_1,10.0,0.5,0.0125,1.0,0.0,0.0,0.0
cal_10_0.5_0.0125_monthly_data_2,10.0,0.5,0.0125,2.0,0.0,0.0,0.0
cal_10_0.5_0.0125_monthly_data_3,10.0,0.5,0.0125,3.0,0.0,0.0,0.0
cal_10_0.5_0.0125_monthly_data_4,10.0,0.5,0.0125,4.0,0.0,0.0,0.0
cal_10_0.5_0.0125_monthly_data_5,10.0,0.5,0.0125,5.0,0.0,0.0,0.0
cal_10_0.5_0.0125_monthly_data_6,10.0,0.5,0.0125,6.0,0.0,0.0,0.0
cal_10_0.5_0.0125_monthly_data_7,10.0,0.5,0.0125,7.0,0.0,0.0,0.0
cal_10_0.5_0.0125_monthly_data_8,10.0,0.5,0.0125,8.0,0.0,0.0,0.0
cal_10_0.5_0.0125_monthly_data_9,10.0,0.5,0.0125,9.0,0.0,0.0,0.0
cal_10_0.5_0.0125_monthly_data_10,10.0,0.5,0.0125,10.0,0.0,0.0,0.0
cal_10_0.5_0.015_monthly_data_1,10.0,0.5,0.015,1.0,0.0,0.0,0.0
cal_10_0.5_0.015_monthly_data_2,10.0,0.5,0.015,2.0,0.0,0.0,0.0
cal_10_0.5_0.015_monthly_data_3,10.0,0.5,0.015,3.0,0.0,0.0,0.0
cal_10_0.5_0.015_monthly_data_4,10.0,0.5,0.015,4.0,0.0,0.0,0.0
cal_10_0.5_0.015_monthly_data_5,10.0,0.5,0.015,5.0,0.0,0.0,0.0
cal_10_0.5_0.015_monthly_data_6,10.0,0.5,0.015,6.0,0.0,0.0,0.0
cal_10_0.5_0.015_monthly_data_7,10.0,0.5,0.015,7.0,0.0,0.0,0.0
cal_10_0.5_0.015_monthly_data_8,10.0,0.5,0.015,8.0,0.0,0.0,0.0
cal_10_0.5_0.015_monthly_data_9,10.0,0.5,0.015,9.0,0.0,0.0,0.0
cal_10_0.5_0.015_monthly_data_10,10.0,0.5,0.015,10.0,0.0,0.0,0.0
cal_10_0.5_0.02_monthly_data_1,10.0,0.5,0.02,1.0,0.0,0.0,0.0
cal_10_0.5_0.02_monthly_data_2,10.0,0.5,0.02,2.0,0.0,0.0,0.0
cal_10_0.5_0.02_monthly_data_3,10.0,0.5,0.02,3.0,0.0,0.0,0.0
cal_10_0.5_0.02_monthly_data_4,10.0,0.5,0.02,4.0,0.0,0.0,0.0
cal_10_0.5_0.02_monthly_data_5,10.0,0.5,0.02,5.0,0.0,0.0,0.0
cal_10_0.5_0.02_monthly_data_6,10.0,0.5,0.02,6.0,0.0,0.0,0.0
cal_10_0.5_0.02_monthly_data_7,10.0,0.5,0.02,7.0,0.0,0.0,0.0
cal_10_0.5_0.02_monthly_data_8,10.0,0.5,0.02,8.0,0.0,0.0,0.0
cal_10_0.5_0.02_monthly_data_9,10.0,0.5,0.02,9.0,0.0,0.0,0.0
cal_10_0.5_0.02_monthly_data_10,10.0,0.5,0.02,10.0,0.0,0.0,0.0
cal_10_0.5_0.03_monthly_data_1,10.0,0.5,0.03,1.0,0.0,0.0,0.0
cal_10_0.5_0.03_monthly_data_2,10.0,0.5,0.03,2.0,0.0,0.0,0.0
cal_10_0.5_0.03_monthly_data_3,10.0,0.5,0.03,3.0,0.0,0.0,0.0
cal_10_0.5_0.03_monthly_data_4,10.0,0.5,0.03,4.0,0.0,0.0,0.0
cal_10_0.5_0.03_monthly_data_5,10.0,0.5,0.03,5.0,0.0,0.0,0.0
cal_10_0.5_0.03_monthly_data_6,10.0,0.5,0.03,6.0,0.0,0.0,0.0
cal_10_0.5_0.03_monthly_data_7,10.0,0.5,0.03,7.0,0.0,0.0,0.0
cal_10_0.5_0.03_monthly_data_8,10.0,0.5,0.03,8.0,0.0,0.0,0.0
cal_10_0.5_0.03_monthly_data_9,10.0,0.5,0.03,9.0,0.0,0.0,0.0
cal_10_0.5_0.03_monthly_data_10,10.0,0.5,0.03,10.0,0.0,0.0,0.0
cal_10_0.5_0.04_monthly_data_1,10.0,0.5,0.04,1.0,0.0,0.0,0.0
cal_10_0.5_0.04_monthly_data_2,10.0,0.5,0.04,2.0,0.0,0.0,0.0
cal_10_0.5_0.04_monthly_data_3,10.0,0.5,0.04,3.0,0.0,0.0,0.0
cal_10_0.5_0.04_monthly_data_4,10.0,0.5,0.04,4.0,0.0,0.0,0.0
cal_10_0.5_0.04_monthly_data_5,10.0,0.5,0.04,5.0,0.0,0.0,0.0
cal_10_0.5_0.04_monthly_data_6,10.0,0.5,0.04,6.0,0.0,0.0,0.0
cal_10_0.5_0.04_monthly_data_7,10.0,0.5,0.04,7.0,0.0,0.0,0.0
cal_10_0.5_0.04_monthly_data_8,10.0,0.5,0.04,8.0,0.0,0.0,0.0
cal_10_0.5_0.04_monthly_data_9,10.0,0.5,0.04,9.0,0.0,0.0,0.0
cal_10_0.5_0.04_monthly_data_10,10.0,0.5,0.04,10.0,0.0,0.0,0.0
cal_10_0.5_0.05_monthly_data_1,10.0,0.5,0.05,1.0,0.0,0.0,0.0
cal_10_0.5_0.05_monthly_data_2,10.0,0.5,0.05,2.0,0.0,0.0,0.0
cal_10_0.5_0.05_monthly_data_3,10.0,0.5,0.05,3.0,0.0,0.0,0.0
cal_10_0.5_0.05_monthly_data_4,10.0,0.5,0.05,4.0,0.0,0.0,0.0
cal_10_0.5_0.05_monthly_data_5,10.0,0.5,0.05,5.0,0.0,0.0,0.0
cal_10_0.5_0.05_monthly_data_6,10.0,0.5,0.05,6.0,0.0,0.0,0.0
cal_10_0.5_0.05_monthly_data_7,10.0,0.5,0.05,7.0,0.0,0.0,0.0
cal_10_0.5_0.05_monthly_data_8,10.0,0.5,0.05,8.0,0.0,0.0,0.0
cal_10_0.5_0.05_monthly_data_9,10.0,0.5,0.05,9.0,0.0,0.0,0.0
cal_10_0.5_0.05_monthly_data_10,10.0,0.5,0.05,10.0,0.0,0.0,0.0
cal_10_0.5_0.1_monthly_data_1,10.0,0.5,0.1,1.0,0.0,0.0,0.0
cal_10_0.5_0.1_monthly_data_2,10.0,0.5,0.1,2.0,0.0,0.0,0.0
cal_10_0.5_0.1_monthly_data_3,10.0,0.5,0.1,3.0,0.0,0.0,0.0
cal_10_0.5_0.1_monthly_data_4,10.0,0.5,0.1,4.0,0.0,0.0,0.0
cal_10_0.5_0.1_monthly_data_5,10.0,0.5,0.1,5.0,0.0,0.0,0.0
cal_10_0.5_0.1_monthly_data_6,10.0,0.5,0.1,6.0,0.0,0.0,0.0
cal_10_0.5_0.1_monthly_data_7,10.0,0.5,0.1,7.0,0.0,0.0,0.0
cal_10_0.5_0.1_monthly_data_8,10.0,0.5,0.1,8.0,0.0,0.0,0.0
cal_10_0.5_0.1_monthly_data_9,10.0,0.5,0.1,9.0,0.0,0.0,0.0
cal_10_0.5_0.1_monthly_data_10,10.0,0.5,0.1,10.0,0.0,0.0,0.0
cal_10_0.5_0.15_monthly_data_1,10.0,0.5,0.15,1.0,0.0,0.0,0.0
cal_10_0.5_0.15_monthly_data_2,10.0,0.5,0.15,2.0,0.0,0.0,0.0
cal_10_0.5_0.15_monthly_data_3,10.0,0.5,0.15,3.0,0.0,0.0,0.0
cal_10_0.5_0.15_monthly_data_4,10.0,0.5,0.15,4.0,0.0,0.0,0.0
cal_10_0.5_0.15_monthly_data_5,10.0,0.5,0.15,5.0,0.0,0.0,0.0
cal_10_0.5_0.15_monthly_data_6,10.0,0.5,0.15,6.0,0.0,0.0,0.0
cal_10_0.5_0.15_monthly_data_7,10.0,0.5,0.15,7.0,0.0,0.0,0.0
cal_10_0.5_0.15_monthly_data_8,10.0,0.5,0.15,8.0,0.0,0.0,0.0
cal_10_0.5_0.15_monthly_data_9,10.0,0.5,0.15,9.0,0.0,0.0,0.0
cal_10_0.5_0.15_monthly_data_10,10.0,0.5,0.15,10.0,0.0,0.0,0.0
cal_10_0.5_0.2_monthly_data_1,10.0,0.5,0.2,1.0,0.0,0.0,0.0
cal_10_0.5_0.2_monthly_data_2,10.0,0.5,0.2,2.0,0.0,0.0,0.0
cal_10_0.5_0.2_monthly_data_3,10.0,0.5,0.2,3.0,0.0,0.0,0.0
cal_10_0.5_0.2_monthly_data_4,10.0,0.5,0.2,4.0,0.0,0.0,0.0
cal_10_0.5_0.2_monthly_data_5,10.0,0.5,0.2,5.0,0.0,0.0,0.0
cal_10_0.5_0.2_monthly_data_6,10.0,0.5,0.2,6.0,0.0,0.0,0.0
cal_10_0.5_0.2_monthly_data_7,10.0,0.5,0.2,7.0,0.0,0.0,0.0
cal_10_0.5_0.2_monthly_data_8,10.0,0.5,0.2,8.0,0.0,0.0,0.0
cal_10_0.5_0.2_monthly_data_9,10.0,0.5,0.2,9.0,0.0,0.0,0.0
cal_10_0.5_0.2_monthly_data_10,10.0,0.5,0.2,10.0,0.0,0.0,0.0
cal_10_0.5_0.25_monthly_data_1,10.0,0.5,0.25,1.0,0.0,0.0,0.0
cal_10_0.5_0.25_monthly_data_2,10.0,0.5,0.25,2.0,0.0,0.0,0.0
cal_10_0.5_0.25_monthly_data_3,10.0,0.5,0.25,3.0,0.0,0.0,0.0
cal_10_0.5_0.25_monthly_data_4,10.0,0.5,0.25,4.0,0.0,0.0,0.0
cal_10_0.5_0.25_monthly_data_5,10.0,0.5,0.25,5.0,0.0,0.0,0.0
cal_10_0.5_0.25_monthly_data_6,10.0,0.5,0.25,6.0,0.0,0.0,0.0
cal_10_0.5_0.25_monthly_data_7,10.0,0.5,0.25,7.0,0.0,0.0,0.0
cal_10_0.5_0.25_monthly_data_8,10.0,0.5,0.25,8.0,0.0,0.0,0.0
cal_10_0.5_0.25_monthly_data_9,10.0,0.5,0.25,9.0,0.0,0.0,0.0
cal_10_0.5_0.25_monthly_data_10,10.0,0.5,0.25,10.0,0.0,0.0,0.0
cal_10_0.5_0.3_monthly_data_1,10.0,0.5,0.3,1.0,0.0,0.0,0.0
cal_10_0.5_0.3_monthly_data_2,10.0,0.5,0.3,2.0,0.0,0.0,0.0
cal_10_0.5_0.3_monthly_data_3,10.0,0.5,0.3,3.0,0.0,0.0,0.0
cal_10_0.5_0.3_monthly_data_4,10.0,0.5,0.3,4.0,0.0,0.0,0.0
cal_10_0.5_0.3_monthly_data_5,10.0,0.5,0.3,5.0,83.33333333333333,39.44444444444444,34.61538461538461
cal_10_0.5_0.3_monthly_data_6,10.0,0.5,0.3,6.0,0.0,0.0,0.0
cal_10_0.5_0.3_monthly_data_7,10.0,0.5,0.3,7.0,0.0,0.0,0.0
cal_10_0.5_0.3_monthly_data_8,10.0,0.5,0.3,8.0,0.0,0.0,0.0
cal_10_0.5_0.3_monthly_data_9,10.0,0.5,0.3,9.0,0.0,0.0,0.0
cal_10_0.5_0.3_monthly_data_10,10.0,0.5,0.3,10.0,0.0,0.0,0.0
cal_10_0.5_0.4_monthly_data_1,10.0,0.5,0.4,1.0,0.0,0.0,0.0
cal_10_0.5_0.4_monthly_data_2,10.0,0.5,0.4,2.0,0.0,0.0,0.0
cal_10_0.5_0.4_monthly_data_3,10.0,0.5,0.4,3.0,0.0,0.0,0.0
cal_10_0.5_0.4_monthly_data_4,10.0,0.5,0.4,4.0,0.0,0.0,0.0
cal_10_0.5_0.4_monthly_data_5,10.0,0.5,0.4,5.0,0.0,0.0,0.0
cal_10_0.5_0.4_monthly_data_6,10.0,0.5,0.4,6.0,0.0,0.0,0.0
cal_10_0.5_0.4_monthly_data_7,10.0,0.5,0.4,7.0,0.0,0.0,0.0
cal_10_0.5_0.4_monthly_data_8,10.0,0.5,0.4,8.0,0.0,0.0,0.0
cal_10_0.5_0.4_monthly_data_9,10.0,0.5,0.4,9.0,0.0,0.0,0.0
cal_10_0.5_0.4_monthly_data_10,10.0,0.5,0.4,10.0,0.0,0.0,0.0
cal_10_0.5_0.5_monthly_data_1,10.0,0.5,0.5,1.0,0.0,0.0,0.0
cal_10_0.5_0.5_monthly_data_2,10.0,0.5,0.5,2.0,0.0,0.0,0.0
cal_10_0.5_0.5_monthly_data_3,10.0,0.5,0.5,3.0,0.0,0.0,0.0
cal_10_0.5_0.5_monthly_data_4,10.0,0.5,0.5,4.0,0.0,0.0,0.0
cal_10_0.5_0.5_monthly_data_5,10.0,0.5,0.5,5.0,0.0,0.0,0.0
cal_10_0.5_0.5_monthly_data_6,10.0,0.5,0.5,6.0,0.0,0.0,0.0
cal_10_0.5_0.5_monthly_data_7,10.0,0.5,0.5,7.0,0.0,0.0,0.0
cal_10_0.5_0.5_monthly_data_8,10.0,0.5,0.5,8.0,0.0,0.0,0.0
cal_10_0.5_0.5_monthly_data_9,10.0,0.5,0.5,9.0,0.0,0.0,0.0
cal_10_0.5_0.5_monthly_data_10,10.0,0.5,0.5,10.0,0.0,0.0,0.0
cal_10_0.5_0.6_monthly_data_1,10.0,0.5,0.6,1.0,0.0,0.0,0.0
cal_10_0.5_0.6_monthly_data_2,10.0,0.5,0.6,2.0,83.33333333333333,47.22222222222222,36.666666666666664
cal_10_0.5_0.6_monthly_data_3,10.0,0.5,0.6,3.0,100.0,76.38888888888889,57.5
cal_10_0.5_0.6_monthly_data_4,10.0,0.5,0.6,4.0,0.0,0.0,0.0
cal_10_0.5_0.6_monthly_data_5,10.0,0.5,0.6,5.0,0.0,0.0,0.0
cal_10_0.5_0.6_monthly_data_6,10.0,0.5,0.6,6.0,95.83333333333333,88.88888888888887,54.545454545454554
cal_10_0.5_0.6_monthly_data_7,10.0,0.5,0.6,7.0,0.0,0.0,0.0
cal_10_0.5_0.6_monthly_data_8,10.0,0.5,0.6,8.0,0.0,0.0,0.0
cal_10_0.5_0.6_monthly_data_9,10.0,0.5,0.6,9.0,0.0,0.0,0.0
cal_10_0.5_0.6_monthly_data_10,10.0,0.5,0.6,10.0,0.0,0.0,0.0
cal_10_0.5_0.8_monthly_data_1,10.0,0.5,0.8,1.0,55.55555555555554,40.833333333333336,38.23260073260073
cal_10_0.5_0.8_monthly_data_2,10.0,0.5,0.8,2.0,0.0,0.0,0.0
cal_10_0.5_0.8_monthly_data_3,10.0,0.5,0.8,3.0,0.0,0.0,0.0
cal_10_0.5_0.8_monthly_data_4,10.0,0.5,0.8,4.0,0.0,0.0,0.0
cal_10_0.5_0.8_monthly_data_5,10.0,0.5,0.8,5.0,0.0,0.0,0.0
cal_10_0.5_0.8_monthly_data_6,10.0,0.5,0.8,6.0,81.94444444444444,65.41666666666667,44.444444444444436
cal_10_0.5_0.8_monthly_data_7,10.0,0.5,0.8,7.0,66.66666666666667,91.66666666666667,27.685185185185187
cal_10_0.5_0.8_monthly_data_8,10.0,0.5,0.8,8.0,83.33333333333333,83.33333333333333,49.99999999999999
cal_10_0.5_0.8_monthly_data_9,10.0,0.5,0.8,9.0,0.0,0.0,0.0
cal_10_0.5_0.8_monthly_data_10,10.0,0.5,0.8,10.0,0.0,0.0,28.125
cal_10_0.5_1_monthly_data_1,10.0,0.5,1.0,1.0,37.5,37.49999999999999,27.575757575757578
cal_10_0.5_1_monthly_data_2,10.0,0.5,1.0,2.0,0.0,16.666666666666668,26.190476190476186
cal_10_0.5_1_monthly_data_3,10.0,0.5,1.0,3.0,0.0,54.166666666666664,32.291666666666664
cal_10_0.5_1_monthly_data_4,10.0,0.5,1.0,4.0,0.0,0.0,0.0
cal_10_0.5_1_monthly_data_5,10.0,0.5,1.0,5.0,100.0,80.83333333333333,51.830808080808076
cal_10_0.5_1_monthly_data_6,10.0,0.5,1.0,6.0,0.0,0.0,0.0
cal_10_0.5_1_monthly_data_7,10.0,0.5,1.0,7.0,58.333333333333336,58.333333333333336,31.944444444444443
cal_10_0.5_1_monthly_data_8,10.0,0.5,1.0,8.0,87.5,54.166666666666664,46.2962962962963
cal_10_0.5_1_monthly_data_9,10.0,0.5,1.0,9.0,0.0,0.0,0.0
cal_10_0.5_1_monthly_data_10,10.0,0.5,1.0,10.0,0.0,0.0,0.0
cal_10_0.55_0.001_monthly_data_1,10.0,0.55,0.001,1.0,0.0,0.0,0.0
cal_10_0.55_0.001_monthly_data_2,10.0,0.55,0.001,2.0,0.0,0.0,0.0
cal_10_0.55_0.001_monthly_data_3,10.0,0.55,0.001,3.0,0.0,0.0,0.0
cal_10_0.55_0.001_monthly_data_4,10.0,0.55,0.001,4.0,0.0,0.0,0.0
cal_10_0.55_0.001_monthly_data_5,10.0,0.55,0.001,5.0,0.0,0.0,0.0
cal_10_0.55_0.001_monthly_data_6,10.0,0.55,0.001,6.0,0.0,0.0,0.0
cal_10_0.55_0.001_monthly_data_7,10.0,0.55,0.001,7.0,0.0,0.0,0.0
cal_10_0.55_0.001_monthly_data_8,10.0,0.55,0.001,8.0,0.0,0.0,0.0
cal_10_0.55_0.001_monthly_data_9,10.0,0.55,0.001,9.0,0.0,0.0,0.0
cal_10_0.55_0.001_monthly_data_10,10.0,0.55,0.001,10.0,0.0,0.0,0.0
cal_10_0.55_0.005_monthly_data_1,10.0,0.55,0.005,1.0,0.0,0.0,0.0
cal_10_0.55_0.005_monthly_data_2,10.0,0.55,0.005,2.0,0.0,0.0,0.0
cal_10_0.55_0.005_monthly_data_3,10.0,0.55,0.005,3.0,0.0,0.0,0.0
cal_10_0.55_0.005_monthly_data_4,10.0,0.55,0.005,4.0,0.0,0.0,0.0
cal_10_0.55_0.005_monthly_data_5,10.0,0.55,0.005,5.0,0.0,0.0,0.0
cal_10_0.55_0.005_monthly_data_6,10.0,0.55,0.005,6.0,0.0,0.0,0.0
cal_10_0.55_0.005_monthly_data_7,10.0,0.55,0.005,7.0,0.0,0.0,0.0
cal_10_0.55_0.005_monthly_data_8,10.0,0.55,0.005,8.0,0.0,0.0,0.0
cal_10_0.55_0.005_monthly_data_9,10.0,0.55,0.005,9.0,0.0,0.0,0.0
cal_10_0.55_0.005_monthly_data_10,10.0,0.55,0.005,10.0,0.0,0.0,0.0
cal_10_0.55_0.01_monthly_data_1,10.0,0.55,0.01,1.0,0.0,0.0,0.0
cal_10_0.55_0.01_monthly_data_2,10.0,0.55,0.01,2.0,0.0,0.0,0.0
cal_10_0.55_0.01_monthly_data_3,10.0,0.55,0.01,3.0,0.0,0.0,0.0
cal_10_0.55_0.01_monthly_data_4,10.0,0.55,0.01,4.0,0.0,0.0,0.0
cal_10_0.55_0.01_monthly_data_5,10.0,0.55,0.01,5.0,0.0,0.0,0.0
cal_10_0.55_0.01_monthly_data_6,10.0,0.55,0.01,6.0,0.0,0.0,0.0
cal_10_0.55_0.01_monthly_data_7,10.0,0.55,0.01,7.0,0.0,0.0,0.0
cal_10_0.55_0.01_monthly_data_8,10.0,0.55,0.01,8.0,0.0,0.0,0.0
cal_10_0.55_0.01_monthly_data_9,10.0,0.55,0.01,9.0,0.0,0.0,0.0
cal_10_0.55_0.01_monthly_data_10,10.0,0.55,0.01,10.0,0.0,0.0,0.0
cal_10_0.55_0.0125_monthly_data_1,10.0,0.55,0.0125,1.0,0.0,0.0,0.0
cal_10_0.55_0.0125_monthly_data_2,10.0,0.55,0.0125,2.0,0.0,0.0,0.0
cal_10_0.55_0.0125_monthly_data_3,10.0,0.55,0.0125,3.0,0.0,0.0,0.0
cal_10_0.55_0.0125_monthly_data_4,10.0,0.55,0.0125,4.0,0.0,0.0,0.0
cal_10_0.55_0.0125_monthly_data_5,10.0,0.55,0.0125,5.0,0.0,0.0,0.0
cal_10_0.55_0.0125_monthly_data_6,10.0,0.55,0.0125,6.0,0.0,0.0,0.0
cal_10_0.55_0.0125_monthly_data_7,10.0,0.55,0.0125,7.0,0.0,0.0,0.0
cal_10_0.55_0.0125_monthly_data_8,10.0,0.55,0.0125,8.0,0.0,0.0,0.0
cal_10_0.55_0.0125_monthly_data_9,10.0,0.55,0.0125,9.0,0.0,0.0,0.0
cal_10_0.55_0.0125_monthly_data_10,10.0,0.55,0.0125,10.0,0.0,0.0,0.0
cal_10_0.55_0.015_monthly_data_1,10.0,0.55,0.015,1.0,0.0,0.0,0.0
cal_10_0.55_0.015_monthly_data_2,10.0,0.55,0.015,2.0,0.0,0.0,0.0
cal_10_0.55_0.015_monthly_data_3,10.0,0.55,0.015,3.0,0.0,0.0,0.0
cal_10_0.55_0.015_monthly_data_4,10.0,0.55,0.015,4.0,0.0,0.0,0.0
cal_10_0.55_0.015_monthly_data_5,10.0,0.55,0.015,5.0,0.0,0.0,0.0
cal_10_0.55_0.015_monthly_data_6,10.0,0.55,0.015,6.0,0.0,0.0,0.0
cal_10_0.55_0.015_monthly_data_7,10.0,0.55,0.015,7.0,0.0,0.0,0.0
cal_10_0.55_0.015_monthly_data_8,10.0,0.55,0.015,8.0,0.0,0.0,0.0
cal_10_0.55_0.015_monthly_data_9,10.0,0.55,0.015,9.0,0.0,0.0,0.0
cal_10_0.55_0.015_monthly_data_10,10.0,0.55,0.015,10.0,0.0,0.0,0.0
cal_10_0.55_0.02_monthly_data_1,10.0,0.55,0.02,1.0,0.0,0.0,0.0
cal_10_0.55_0.02_monthly_data_2,10.0,0.55,0.02,2.0,0.0,0.0,0.0
cal_10_0.55_0.02_monthly_data_3,10.0,0.55,0.02,3.0,0.0,0.0,0.0
cal_10_0.55_0.02_monthly_data_4,10.0,0.55,0.02,4.0,0.0,0.0,0.0
cal_10_0.55_0.02_monthly_data_5,10.0,0.55,0.02,5.0,0.0,0.0,0.0
cal_10_0.55_0.02_monthly_data_6,10.0,0.55,0.02,6.0,0.0,0.0,0.0
cal_10_0.55_0.02_monthly_data_7,10.0,0.55,0.02,7.0,0.0,0.0,0.0
cal_10_0.55_0.02_monthly_data_8,10.0,0.55,0.02,8.0,0.0,0.0,0.0
cal_10_0.55_0.02_monthly_data_9,10.0,0.55,0.02,9.0,0.0,0.0,0.0
cal_10_0.55_0.02_monthly_data_10,10.0,0.55,0.02,10.0,0.0,0.0,0.0
cal_10_0.55_0.03_monthly_data_1,10.0,0.55,0.03,1.0,0.0,0.0,0.0
cal_10_0.55_0.03_monthly_data_2,10.0,0.55,0.03,2.0,0.0,0.0,0.0
cal_10_0.55_0.03_monthly_data_3,10.0,0.55,0.03,3.0,0.0,0.0,0.0
cal_10_0.55_0.03_monthly_data_4,10.0,0.55,0.03,4.0,0.0,0.0,0.0
cal_10_0.55_0.03_monthly_data_5,10.0,0.55,0.03,5.0,0.0,0.0,0.0
cal_10_0.55_0.03_monthly_data_6,10.0,0.55,0.03,6.0,0.0,0.0,0.0
cal_10_0.55_0.03_monthly_data_7,10.0,0.55,0.03,7.0,0.0,0.0,0.0
cal_10_0.55_0.03_monthly_data_8,10.0,0.55,0.03,8.0,0.0,0.0,0.0
cal_10_0.55_0.03_monthly_data_9,10.0,0.55,0.03,9.0,0.0,0.0,0.0
cal_10_0.55_0.03_monthly_data_10,10.0,0.55,0.03,10.0,0.0,0.0,0.0
cal_10_0.55_0.04_monthly_data_1,10.0,0.55,0.04,1.0,0.0,0.0,0.0
cal_10_0.55_0.04_monthly_data_2,10.0,0.55,0.04,2.0,0.0,0.0,0.0
cal_10_0.55_0.04_monthly_data_3,10.0,0.55,0.04,3.0,0.0,0.0,0.0
cal_10_0.55_0.04_monthly_data_4,10.0,0.55,0.04,4.0,0.0,0.0,0.0
cal_10_0.55_0.04_monthly_data_5,10.0,0.55,0.04,5.0,0.0,0.0,0.0
cal_10_0.55_0.04_monthly_data_6,10.0,0.55,0.04,6.0,0.0,0.0,0.0
cal_10_0.55_0.04_monthly_data_7,10.0,0.55,0.04,7.0,0.0,0.0,0.0
cal_10_0.55_0.04_monthly_data_8,10.0,0.55,0.04,8.0,0.0,0.0,0.0
cal_10_0.55_0.04_monthly_data_9,10.0,0.55,0.04,9.0,0.0,0.0,0.0
cal_10_0.55_0.04_monthly_data_10,10.0,0.55,0.04,10.0,0.0,0.0,0.0
cal_10_0.55_0.05_monthly_data_1,10.0,0.55,0.05,1.0,0.0,0.0,0.0
cal_10_0.55_0.05_monthly_data_2,10.0,0.55,0.05,2.0,0.0,0.0,0.0
cal_10_0.55_0.05_monthly_data_3,10.0,0.55,0.05,3.0,0.0,0.0,0.0
cal_10_0.55_0.05_monthly_data_4,10.0,0.55,0.05,4.0,0.0,0.0,0.0
cal_10_0.55_0.05_monthly_data_5,10.0,0.55,0.05,5.0,0.0,0.0,0.0
cal_10_0.55_0.05_monthly_data_6,10.0,0.55,0.05,6.0,0.0,0.0,0.0
cal_10_0.55_0.05_monthly_data_7,10.0,0.55,0.05,7.0,0.0,0.0,0.0
cal_10_0.55_0.05_monthly_data_8,10.0,0.55,0.05,8.0,0.0,0.0,0.0
cal_10_0.55_0.05_monthly_data_9,10.0,0.55,0.05,9.0,0.0,0.0,0.0
cal_10_0.55_0.05_monthly_data_10,10.0,0.55,0.05,10.0,0.0,0.0,0.0
cal_10_0.55_0.1_monthly_data_1,10.0,0.55,0.1,1.0,0.0,0.0,0.0
