,population,access_rate,beta,iteration,pfprunder5,pfpr2to10,pfprall
cal_1000_0.85_0.3_monthly_data_3,1000.0,0.85,0.3,3.0,40.12161019980709,30.682373607996965,23.089224323170217
cal_1000_0.85_0.3_monthly_data_4,1000.0,0.85,0.3,4.0,42.276864502169566,33.08838189108368,24.6029979478506
cal_1000_0.85_0.3_monthly_data_5,1000.0,0.85,0.3,5.0,40.91168996542671,32.223506502142,23.45024408797812
cal_1000_0.85_0.3_monthly_data_6,1000.0,0.85,0.3,6.0,39.82430795618202,32.11865980768359,23.93429857540359
cal_1000_0.85_0.3_monthly_data_7,1000.0,0.85,0.3,7.0,44.11170615001405,34.42036806219216,25.173218084545454
cal_1000_0.85_0.3_monthly_data_8,1000.0,0.85,0.3,8.0,42.63541977699642,32.64843430074316,25.266467535737444
cal_1000_0.85_0.3_monthly_data_9,1000.0,0.85,0.3,9.0,43.00246345595633,33.72924039172856,24.204271383299375
cal_1000_0.85_0.3_monthly_data_10,1000.0,0.85,0.3,10.0,42.29574122762672,33.43088310282424,22.858199638175517
cal_1000_0.85_0.4_monthly_data_1,1000.0,0.85,0.4,1.0,51.123880665010404,40.3686855724501,29.83958692614937
cal_1000_0.85_0.4_monthly_data_2,1000.0,0.85,0.4,2.0,48.752969733439556,38.961888775550335,27.82384987817433
cal_1000_0.85_0.4_monthly_data_3,1000.0,0.85,0.4,3.0,51.51330981093611,41.01891769038385,27.624262990119792
cal_1000_0.85_0.4_monthly_data_4,1000.0,0.85,0.4,4.0,45.21943677437298,36.27551789405094,27.09187018246207
cal_1000_0.85_0.4_monthly_data_5,1000.0,0.85,0.4,5.0,50.145087664147376,40.04913663391529,27.969563797711146
cal_1000_0.85_0.4_monthly_data_6,1000.0,0.85,0.4,6.0,52.80412878873623,39.38953357287863,29.133487031134337
cal_1000_0.85_0.4_monthly_data_7,1000.0,0.85,0.4,7.0,56.602568930458006,42.05931325236866,30.018773068381666
cal_1000_0.85_0.4_monthly_data_8,1000.0,0.85,0.4,8.0,51.039456613945056,37.94544958210026,27.35667204006721
cal_1000_0.85_0.4_monthly_data_9,1000.0,0.85,0.4,9.0,50.51686217063341,39.67261719628749,28.290364939564
cal_1000_0.85_0.4_monthly_data_10,1000.0,0.85,0.4,10.0,53.59771254165522,42.81380229401702,28.93945207226115
cal_1000_0.85_0.5_monthly_data_1,1000.0,0.85,0.5,1.0,57.18946944158659,45.82754594251153,31.419948904304352
cal_1000_0.85_0.5_monthly_data_2,1000.0,0.85,0.5,2.0,59.586334322855045,46.736883568567094,33.10287605594426
cal_1000_0.85_0.5_monthly_data_3,1000.0,0.85,0.5,3.0,55.91909399913257,43.48610543971972,31.53177948027606
cal_1000_0.85_0.5_monthly_data_4,1000.0,0.85,0.5,4.0,57.803436104909316,47.43236688295281,32.46196815770826
cal_1000_0.85_0.5_monthly_data_5,1000.0,0.85,0.5,5.0,55.19242833857621,43.05918733820405,31.110371638946386
cal_1000_0.85_0.5_monthly_data_6,1000.0,0.85,0.5,6.0,54.94050980843818,43.100535653948185,30.652288730551593
cal_1000_0.85_0.5_monthly_data_7,1000.0,0.85,0.5,7.0,54.44454783651938,44.3250244209826,31.015742877230412
cal_1000_0.85_0.5_monthly_data_8,1000.0,0.85,0.5,8.0,57.515657335610406,46.62559622874761,32.60696103972119
cal_1000_0.85_0.5_monthly_data_9,1000.0,0.85,0.5,9.0,58.6343734991792,45.74026193249279,32.9280290251477
cal_1000_0.85_0.5_monthly_data_10,1000.0,0.85,0.5,10.0,57.12521284941522,45.41967041908885,32.20102042703139
cal_1000_0.85_0.6_monthly_data_1,1000.0,0.85,0.6,1.0,63.757673928730206,50.261452645155465,35.179913170062456
cal_1000_0.85_0.6_monthly_data_2,1000.0,0.85,0.6,2.0,61.672063746972306,48.48772213057493,34.62484410820715
cal_1000_0.85_0.6_monthly_data_3,1000.0,0.85,0.6,3.0,63.696376788525264,51.34194709152802,35.21988182053877
cal_1000_0.85_0.6_monthly_data_4,1000.0,0.85,0.6,4.0,62.45329408075435,52.1429588661949,35.90088745613258
cal_1000_0.85_0.6_monthly_data_5,1000.0,0.85,0.6,5.0,58.519295012204374,45.420073144286135,33.94900025637395
cal_1000_0.85_0.6_monthly_data_6,1000.0,0.85,0.6,6.0,56.2240585668058,43.979909374180984,31.53602448799533
cal_1000_0.85_0.6_monthly_data_7,1000.0,0.85,0.6,7.0,59.52767489888266,46.28658189073649,33.603278780005546
cal_1000_0.85_0.6_monthly_data_8,1000.0,0.85,0.6,8.0,64.4132328517543,48.149754318834,35.2229144359224
cal_1000_0.85_0.6_monthly_data_9,1000.0,0.85,0.6,9.0,61.379541541612845,47.69915828778988,34.27913556007247
cal_1000_0.85_0.6_monthly_data_10,1000.0,0.85,0.6,10.0,59.814664125346155,48.24250463309951,34.052340845780954
cal_1000_0.85_0.8_monthly_data_1,1000.0,0.85,0.8,1.0,63.94885105834902,51.42636290686796,36.514072828547874
cal_1000_0.85_0.8_monthly_data_2,1000.0,0.85,0.8,2.0,69.10412021367127,55.584277785183055,39.364451014430834
cal_1000_0.85_0.8_monthly_data_3,1000.0,0.85,0.8,3.0,66.06840877787019,50.77458829779538,37.12687076012108
cal_1000_0.85_0.8_monthly_data_4,1000.0,0.85,0.8,4.0,69.01686910287988,51.995225014764806,37.525803019410375
cal_1000_0.85_0.8_monthly_data_5,1000.0,0.85,0.8,5.0,72.61528423604685,58.509875967614725,40.816260564220165
cal_1000_0.85_0.8_monthly_data_6,1000.0,0.85,0.8,6.0,70.57310822955496,56.21941962691472,41.46165845363533
cal_1000_0.85_0.8_monthly_data_7,1000.0,0.85,0.8,7.0,68.7059199013377,55.4549130832051,39.26151040350271
cal_1000_0.85_0.8_monthly_data_8,1000.0,0.85,0.8,8.0,72.5961373888034,58.29303471257227,40.02706107067824
cal_1000_0.85_0.8_monthly_data_9,1000.0,0.85,0.8,9.0,70.6253920701877,55.48367543836846,39.325178546020894
cal_1000_0.85_0.8_monthly_data_10,1000.0,0.85,0.8,10.0,69.6713648321,56.36429877578138,39.21742411960583
cal_1000_0.85_1_monthly_data_1,1000.0,0.85,1.0,1.0,73.11531573064833,56.64449310721174,41.29626326226468
cal_1000_0.85_1_monthly_data_2,1000.0,0.85,1.0,2.0,71.65607819658672,58.438962617544085,41.79022469441096
cal_1000_0.85_1_monthly_data_3,1000.0,0.85,1.0,3.0,71.93852268754152,58.18268388361593,40.88085431679264
cal_1000_0.85_1_monthly_data_4,1000.0,0.85,1.0,4.0,72.61884950510797,58.5249551384818,42.07458706642782
cal_1000_0.85_1_monthly_data_5,1000.0,0.85,1.0,5.0,73.170782178174,59.10982037043171,43.40054711309272
cal_1000_0.85_1_monthly_data_6,1000.0,0.85,1.0,6.0,71.22779449177487,62.07546021476253,42.664002480250765
cal_1000_0.85_1_monthly_data_7,1000.0,0.85,1.0,7.0,74.49775261169412,59.64862252664432,42.924873654105625
cal_1000_0.85_1_monthly_data_8,1000.0,0.85,1.0,8.0,72.38581944465902,59.879605019816694,42.88960267352925
cal_1000_0.85_1_monthly_data_9,1000.0,0.85,1.0,9.0,72.74605910466929,58.33844407474254,43.66073673309111
cal_1000_0.85_1_monthly_data_10,1000.0,0.85,1.0,10.0,75.81964212795886,59.4973347678804,43.70539298613762
cal_1000_0.9_0.001_monthly_data_1,1000.0,0.9,0.001,1.0,0.0,0.0,0.0
cal_1000_0.9_0.001_monthly_data_2,1000.0,0.9,0.001,2.0,0.0,0.0,0.0
cal_1000_0.9_0.001_monthly_data_3,1000.0,0.9,0.001,3.0,0.0,0.0,0.0
cal_1000_0.9_0.001_monthly_data_4,1000.0,0.9,0.001,4.0,0.0,0.0,0.0
cal_1000_0.9_0.001_monthly_data_5,1000.0,0.9,0.001,5.0,0.0,0.0,0.0
cal_1000_0.9_0.001_monthly_data_6,1000.0,0.9,0.001,6.0,0.0,0.0,0.0
cal_1000_0.9_0.001_monthly_data_7,1000.0,0.9,0.001,7.0,0.0,0.0,0.0
cal_1000_0.9_0.001_monthly_data_8,1000.0,0.9,0.001,8.0,0.0,0.0,0.0
cal_1000_0.9_0.001_monthly_data_9,1000.0,0.9,0.001,9.0,0.0,0.0,0.0
cal_1000_0.9_0.001_monthly_data_10,1000.0,0.9,0.001,10.0,0.0,0.0,0.0
cal_1000_0.9_0.005_monthly_data_2,1000.0,0.9,0.005,2.0,0.0,0.0,0.0
cal_1000_0.9_0.005_monthly_data_3,1000.0,0.9,0.005,3.0,0.0,0.0,0.0
cal_1000_0.9_0.005_monthly_data_4,1000.0,0.9,0.005,4.0,0.0,0.0,0.0
cal_1000_0.9_0.005_monthly_data_5,1000.0,0.9,0.005,5.0,0.0,0.0,0.0
cal_1000_0.9_0.005_monthly_data_6,1000.0,0.9,0.005,6.0,0.0,0.0,0.0
cal_1000_0.9_0.005_monthly_data_7,1000.0,0.9,0.005,7.0,0.0,0.0,0.0
cal_1000_0.9_0.005_monthly_data_8,1000.0,0.9,0.005,8.0,0.0,0.0,0.0
cal_1000_0.9_0.005_monthly_data_9,1000.0,0.9,0.005,9.0,0.0,0.0,0.0
cal_1000_0.9_0.005_monthly_data_10,1000.0,0.9,0.005,10.0,0.0,0.0,0.0
cal_1000_0.9_0.01_monthly_data_2,1000.0,0.9,0.01,2.0,0.0,0.0,0.0
cal_1000_0.9_0.01_monthly_data_3,1000.0,0.9,0.01,3.0,0.0,0.0,0.0
cal_1000_0.9_0.01_monthly_data_4,1000.0,0.9,0.01,4.0,0.0,0.0,0.0
cal_1000_0.9_0.01_monthly_data_5,1000.0,0.9,0.01,5.0,0.0,0.0,0.0
cal_1000_0.9_0.01_monthly_data_6,1000.0,0.9,0.01,6.0,0.0,0.0,0.0
cal_1000_0.9_0.01_monthly_data_7,1000.0,0.9,0.01,7.0,0.0,0.0,0.0
cal_1000_0.9_0.01_monthly_data_8,1000.0,0.9,0.01,8.0,0.0,0.0,0.0
cal_1000_0.9_0.01_monthly_data_9,1000.0,0.9,0.01,9.0,0.0,0.0,0.0
cal_1000_0.9_0.01_monthly_data_10,1000.0,0.9,0.01,10.0,0.0,0.0,0.0
cal_1000_0.9_0.0125_monthly_data_2,1000.0,0.9,0.0125,2.0,0.0,0.0,0.0
cal_1000_0.9_0.0125_monthly_data_3,1000.0,0.9,0.0125,3.0,0.0,0.0,0.0
cal_1000_0.9_0.0125_monthly_data_4,1000.0,0.9,0.0125,4.0,0.0,0.0,0.0
cal_1000_0.9_0.0125_monthly_data_5,1000.0,0.9,0.0125,5.0,0.0,0.0,0.0
cal_1000_0.9_0.0125_monthly_data_6,1000.0,0.9,0.0125,6.0,0.0,0.0,0.0
cal_1000_0.9_0.0125_monthly_data_7,1000.0,0.9,0.0125,7.0,0.0,0.0,0.0
cal_1000_0.9_0.0125_monthly_data_8,1000.0,0.9,0.0125,8.0,0.0,0.0,0.0
cal_1000_0.9_0.0125_monthly_data_9,1000.0,0.9,0.0125,9.0,0.0,0.0,0.0
cal_1000_0.9_0.0125_monthly_data_10,1000.0,0.9,0.0125,10.0,0.0,0.0,0.0
cal_1000_0.9_0.015_monthly_data_2,1000.0,0.9,0.015,2.0,0.0,0.0,0.0
cal_1000_0.9_0.015_monthly_data_3,1000.0,0.9,0.015,3.0,0.0,0.0,0.0
cal_1000_0.9_0.015_monthly_data_4,1000.0,0.9,0.015,4.0,0.0,0.0,0.0
cal_1000_0.9_0.015_monthly_data_5,1000.0,0.9,0.015,5.0,0.0,0.0,0.0
cal_1000_0.9_0.015_monthly_data_6,1000.0,0.9,0.015,6.0,0.0,0.0,0.0
cal_1000_0.9_0.015_monthly_data_7,1000.0,0.9,0.015,7.0,0.0,0.0,0.0
cal_1000_0.9_0.015_monthly_data_8,1000.0,0.9,0.015,8.0,0.0,0.0,0.0
cal_1000_0.9_0.015_monthly_data_9,1000.0,0.9,0.015,9.0,0.0,0.0,0.0
cal_1000_0.9_0.015_monthly_data_10,1000.0,0.9,0.015,10.0,0.0,0.0,0.0
cal_1000_0.9_0.02_monthly_data_2,1000.0,0.9,0.02,2.0,0.0,0.0,0.0
cal_1000_0.9_0.02_monthly_data_3,1000.0,0.9,0.02,3.0,2.0939721726034253,2.0976375266990606,2.021797274291739
cal_1000_0.9_0.02_monthly_data_4,1000.0,0.9,0.02,4.0,0.0,0.0,0.0
cal_1000_0.9_0.02_monthly_data_5,1000.0,0.9,0.02,5.0,2.1445370691618404,1.7102915171260067,1.843790341718894
cal_1000_0.9_0.02_monthly_data_6,1000.0,0.9,0.02,6.0,0.0,0.0,0.0
cal_1000_0.9_0.02_monthly_data_7,1000.0,0.9,0.02,7.0,0.24077279354633707,0.3029581940605323,0.3873754302932754
cal_1000_0.9_0.02_monthly_data_8,1000.0,0.9,0.02,8.0,2.1368854051409274,2.1419519448705286,2.430726134262781
cal_1000_0.9_0.02_monthly_data_9,1000.0,0.9,0.02,9.0,0.0,0.0,0.0
cal_1000_0.9_0.02_monthly_data_10,1000.0,0.9,0.02,10.0,0.0,0.0,0.0
cal_1000_0.9_0.03_monthly_data_2,1000.0,0.9,0.03,2.0,3.2222895999029846,3.5072098023542764,2.8536479324562696
cal_1000_0.9_0.03_monthly_data_3,1000.0,0.9,0.03,3.0,4.702290505170116,4.398634921037188,3.947573411711201
cal_1000_0.9_0.03_monthly_data_4,1000.0,0.9,0.03,4.0,5.50530179663804,5.403147055846073,4.138042590867611
cal_1000_0.9_0.03_monthly_data_5,1000.0,0.9,0.03,5.0,4.081812412779134,4.269129765003615,3.747756451409021
cal_1000_0.9_0.03_monthly_data_6,1000.0,0.9,0.03,6.0,6.21080770093227,6.164242093093622,5.776545951099294
cal_1000_0.9_0.03_monthly_data_7,1000.0,0.9,0.03,7.0,3.8644820802153252,4.264388963330448,3.7510657596373416
cal_1000_0.9_0.03_monthly_data_8,1000.0,0.9,0.03,8.0,5.846511722464445,5.6914520127605,4.87050769229775
cal_1000_0.9_0.03_monthly_data_9,1000.0,0.9,0.03,9.0,3.266173769577295,3.1696721962136927,4.015328089894542
cal_1000_0.9_0.03_monthly_data_10,1000.0,0.9,0.03,10.0,2.0029686338209087,1.983519146387202,1.4947007014455502
cal_1000_0.9_0.04_monthly_data_2,1000.0,0.9,0.04,2.0,3.1839669095237686,3.579758013435511,3.3336701578326196
cal_1000_0.9_0.04_monthly_data_3,1000.0,0.9,0.04,3.0,4.314309367903916,5.904114359192904,4.977171318778077
cal_1000_0.9_0.04_monthly_data_4,1000.0,0.9,0.04,4.0,9.067026237649646,7.373263704369556,6.634152365286243
cal_1000_0.9_0.04_monthly_data_5,1000.0,0.9,0.04,5.0,3.9581132818179685,3.84758387201107,3.6882018964205834
cal_1000_0.9_0.04_monthly_data_6,1000.0,0.9,0.04,6.0,4.314295583248159,4.219238910496489,3.3490949196747395
cal_1000_0.9_0.04_monthly_data_7,1000.0,0.9,0.04,7.0,5.391112046320178,5.659701689314211,5.236334882957779
cal_1000_0.9_0.04_monthly_data_8,1000.0,0.9,0.04,8.0,7.12751149289505,6.59103167300682,5.918377923032217
cal_1000_0.9_0.04_monthly_data_9,1000.0,0.9,0.04,9.0,5.646001858586298,5.028495186800782,4.865553172784907
cal_1000_0.9_0.04_monthly_data_10,1000.0,0.9,0.04,10.0,6.449804860864842,5.841190654757561,4.89319877647624
cal_1000_0.9_0.05_monthly_data_2,1000.0,0.9,0.05,2.0,12.451919235157575,9.817416947005537,7.955427727081407
cal_1000_0.9_0.05_monthly_data_3,1000.0,0.9,0.05,3.0,12.191169484434155,10.333305982156931,7.743493309642386
cal_1000_0.9_0.05_monthly_data_4,1000.0,0.9,0.05,4.0,12.375391506448134,11.119640515746271,9.287708252322654
cal_1000_0.9_0.05_monthly_data_5,1000.0,0.9,0.05,5.0,8.701138703320977,7.255273100079425,6.0750241970017
cal_1000_0.9_0.05_monthly_data_6,1000.0,0.9,0.05,6.0,9.740502803792786,8.345383472816417,7.308650242052963
cal_1000_0.9_0.05_monthly_data_7,1000.0,0.9,0.05,7.0,9.281491750208174,9.49112668813695,6.613043145504946
cal_1000_0.9_0.05_monthly_data_8,1000.0,0.9,0.05,8.0,7.338252905441997,7.205230372657549,6.38205946538438
cal_1000_0.9_0.05_monthly_data_9,1000.0,0.9,0.05,9.0,7.930763465516584,6.189206404849639,6.0024646445822505
cal_1000_0.9_0.05_monthly_data_10,1000.0,0.9,0.05,10.0,8.658486446946887,7.976032716117156,6.665405163083303
cal_1000_0.9_0.1_monthly_data_2,1000.0,0.9,0.1,2.0,21.456648811138695,17.480924503854872,13.986902107956032
cal_1000_0.9_0.1_monthly_data_3,1000.0,0.9,0.1,3.0,20.445476117542643,16.80067125495022,13.353422643647825
cal_1000_0.9_0.1_monthly_data_4,1000.0,0.9,0.1,4.0,16.119709087367642,13.90206473736366,11.464406836937597
cal_1000_0.9_0.1_monthly_data_5,1000.0,0.9,0.1,5.0,17.837707681842513,15.643866468685578,13.030358919783529
cal_1000_0.9_0.1_monthly_data_6,1000.0,0.9,0.1,6.0,22.062503810143284,17.717463070703374,13.64699986874563
cal_1000_0.9_0.1_monthly_data_7,1000.0,0.9,0.1,7.0,17.174880143487744,15.769313323429992,11.81059657061647
cal_1000_0.9_0.1_monthly_data_8,1000.0,0.9,0.1,8.0,18.267553509847854,15.253570540017272,11.941194239829043
cal_1000_0.9_0.1_monthly_data_9,1000.0,0.9,0.1,9.0,18.775352326287997,15.667890282542446,12.738818193843548
cal_1000_0.9_0.1_monthly_data_10,1000.0,0.9,0.1,10.0,18.24810056217962,17.740774585876633,12.2688587010749
cal_1000_0.9_0.15_monthly_data_2,1000.0,0.9,0.15,2.0,22.50133509694646,20.75976233620874,15.514174944489403
cal_1000_0.9_0.15_monthly_data_3,1000.0,0.9,0.15,3.0,25.627898487282724,20.426518780963693,16.563631087956367
cal_1000_0.9_0.15_monthly_data_4,1000.0,0.9,0.15,4.0,30.01069744614267,22.877675386841247,19.065390877966447
cal_1000_0.9_0.15_monthly_data_5,1000.0,0.9,0.15,5.0,28.79452358955733,24.78047600471994,17.601955946270177
cal_1000_0.9_0.15_monthly_data_6,1000.0,0.9,0.15,6.0,28.994567018959852,23.395461041563653,17.769813722832623
cal_1000_0.9_0.15_monthly_data_7,1000.0,0.9,0.15,7.0,26.55348281912767,22.43306994308679,17.405383190249587
cal_1000_0.9_0.15_monthly_data_8,1000.0,0.9,0.15,8.0,29.822882359588775,23.24781467448877,17.809363823633497
cal_1000_0.9_0.15_monthly_data_9,1000.0,0.9,0.15,9.0,20.794924741622673,18.719965780515174,15.245949909970365
cal_1000_0.9_0.15_monthly_data_10,1000.0,0.9,0.15,10.0,24.239203584276108,20.040579325119527,15.691720828149869
cal_1000_0.9_0.2_monthly_data_2,1000.0,0.9,0.2,2.0,33.017498815102094,26.65266746280902,20.436449755304448
cal_1000_0.9_0.2_monthly_data_3,1000.0,0.9,0.2,3.0,33.35423187490228,28.03081093852374,20.17390033423624
cal_1000_0.9_0.2_monthly_data_4,1000.0,0.9,0.2,4.0,32.28682496273319,27.496482183512967,20.354645984648855
cal_1000_0.9_0.2_monthly_data_5,1000.0,0.9,0.2,5.0,30.330459622924053,26.042374500092077,18.929208110377935
cal_1000_0.9_0.2_monthly_data_6,1000.0,0.9,0.2,6.0,29.62491657748429,23.982250425542293,19.012428085969233
cal_1000_0.9_0.2_monthly_data_7,1000.0,0.9,0.2,7.0,30.881822181993883,27.31575835142226,20.21269685582836
cal_1000_0.9_0.2_monthly_data_8,1000.0,0.9,0.2,8.0,32.576390043391775,24.852162232175036,20.369829480746738
cal_1000_0.9_0.2_monthly_data_9,1000.0,0.9,0.2,9.0,30.399819638814833,25.262077450385018,19.503818018210428
cal_1000_0.9_0.2_monthly_data_10,1000.0,0.9,0.2,10.0,35.70830618903513,29.357474328760887,21.95193866702508
cal_1000_0.9_0.25_monthly_data_2,1000.0,0.9,0.25,2.0,34.744179502107094,29.350470963469135,22.20014036023795
cal_1000_0.9_0.25_monthly_data_3,1000.0,0.9,0.25,3.0,32.67455360334193,27.10668261584757,21.103395354617362
cal_1000_0.9_0.25_monthly_data_4,1000.0,0.9,0.25,4.0,33.72092833344775,28.665079646649534,21.52374972056266
cal_1000_0.9_0.25_monthly_data_5,1000.0,0.9,0.25,5.0,36.8516159111225,29.33777179037151,22.2344426599947
cal_1000_0.9_0.25_monthly_data_6,1000.0,0.9,0.25,6.0,34.29562638392395,29.716068059955877,21.46666785895891
cal_1000_0.9_0.25_monthly_data_7,1000.0,0.9,0.25,7.0,39.37970111843044,30.780495688611325,23.04128337654467
cal_1000_0.9_0.25_monthly_data_8,1000.0,0.9,0.25,8.0,38.72234399812108,33.03611275758943,22.34428443038387
cal_1000_0.9_0.25_monthly_data_9,1000.0,0.9,0.25,9.0,37.18919201319436,30.323228835761004,22.119503969252168
cal_1000_0.9_0.25_monthly_data_10,1000.0,0.9,0.25,10.0,33.09593918457221,28.14962835690398,20.06344797400955
cal_1000_0.9_0.3_monthly_data_2,1000.0,0.9,0.3,2.0,45.51521691546242,36.923697348112476,26.314734225703447
cal_1000_0.9_0.3_monthly_data_3,1000.0,0.9,0.3,3.0,39.309373512822155,31.620330170666183,23.46262531388587
cal_1000_0.9_0.3_monthly_data_4,1000.0,0.9,0.3,4.0,41.119559982839455,33.34729951198609,25.49713092839725
cal_1000_0.9_0.3_monthly_data_5,1000.0,0.9,0.3,5.0,40.532648932547175,33.6086331878106,24.624465016997203
cal_1000_0.9_0.3_monthly_data_6,1000.0,0.9,0.3,6.0,44.051129325132955,33.43201612645522,24.73743782120997
cal_1000_0.9_0.3_monthly_data_7,1000.0,0.9,0.3,7.0,41.050114123816655,34.522222664676754,24.52297999314823
cal_1000_0.9_0.3_monthly_data_8,1000.0,0.9,0.3,8.0,47.36078298994275,37.379325947282915,26.214985177955217
cal_1000_0.9_0.3_monthly_data_9,1000.0,0.9,0.3,9.0,39.55655183163178,30.384643692165145,23.502321068142354
cal_1000_0.9_0.3_monthly_data_10,1000.0,0.9,0.3,10.0,38.870866417074325,30.187558909317033,22.43287592245
cal_1000_0.9_0.4_monthly_data_2,1000.0,0.9,0.4,2.0,49.39064145627793,36.752336708990015,27.787193884403774
cal_1000_0.9_0.4_monthly_data_3,1000.0,0.9,0.4,3.0,51.41545639058298,39.87417128287569,28.45127050804966
cal_1000_0.9_0.4_monthly_data_4,1000.0,0.9,0.4,4.0,49.241965385316774,39.11956430677641,28.88781400478472
cal_1000_0.9_0.4_monthly_data_5,1000.0,0.9,0.4,5.0,47.23761268146969,38.82144745042475,27.69697942698237
cal_1000_0.9_0.4_monthly_data_6,1000.0,0.9,0.4,6.0,48.144025348419,39.42524999710311,28.394323641673594
cal_1000_0.9_0.4_monthly_data_7,1000.0,0.9,0.4,7.0,54.824142350588396,44.305974068476964,29.859172851507964
cal_1000_0.9_0.4_monthly_data_8,1000.0,0.9,0.4,8.0,44.99435268037417,35.09960121371321,25.68469766210842
cal_1000_0.9_0.4_monthly_data_9,1000.0,0.9,0.4,9.0,50.667161788907435,37.24980916702608,27.8195557699535
cal_1000_0.9_0.4_monthly_data_10,1000.0,0.9,0.4,10.0,51.299135487425026,42.682538321474205,30.33789884509461
cal_1000_0.9_0.5_monthly_data_2,1000.0,0.9,0.5,2.0,58.724161061362416,45.48433299964123,33.071866628009005
cal_1000_0.9_0.5_monthly_data_3,1000.0,0.9,0.5,3.0,54.42600585868275,42.49193640259868,31.607890948410102
cal_1000_0.9_0.5_monthly_data_4,1000.0,0.9,0.5,4.0,52.238348514266725,41.49756595294719,30.789703203529246
cal_1000_0.9_0.5_monthly_data_5,1000.0,0.9,0.5,5.0,55.44217732039554,43.54648694257753,30.99165122847701
cal_1000_0.9_0.5_monthly_data_6,1000.0,0.9,0.5,6.0,58.37611615123111,45.105547564268925,31.673746074944916
cal_1000_0.9_0.5_monthly_data_7,1000.0,0.9,0.5,7.0,52.32381546651907,42.504587354366656,31.238771622931655
cal_1000_0.9_0.5_monthly_data_8,1000.0,0.9,0.5,8.0,54.220473873838834,42.3279909543729,31.113428844188494
cal_1000_0.9_0.5_monthly_data_9,1000.0,0.9,0.5,9.0,54.62266569376922,42.895671954203685,30.210517482558487
cal_1000_0.9_0.5_monthly_data_10,1000.0,0.9,0.5,10.0,56.35899128514973,43.34369494963867,31.4696007601447
cal_1000_0.9_0.6_monthly_data_2,1000.0,0.9,0.6,2.0,61.35706201982955,49.166297706995955,33.28075258841157
cal_1000_0.9_0.6_monthly_data_3,1000.0,0.9,0.6,3.0,63.92658525705671,52.76891473315656,34.9034113933374
cal_1000_0.9_0.6_monthly_data_4,1000.0,0.9,0.6,4.0,55.75561504443896,43.20417899533525,33.1884995674236
cal_1000_0.9_0.6_monthly_data_5,1000.0,0.9,0.6,5.0,58.25802021026683,45.42808561369373,32.1213292057702
cal_1000_0.9_0.6_monthly_data_6,1000.0,0.9,0.6,6.0,61.630305658716935,50.896677762307654,35.94871844839283
cal_1000_0.9_0.6_monthly_data_7,1000.0,0.9,0.6,7.0,60.04383573740815,45.85432175752445,33.70815180743126
cal_1000_0.9_0.6_monthly_data_8,1000.0,0.9,0.6,8.0,57.15793065119254,45.84454248811185,33.065170794828084
cal_1000_0.9_0.6_monthly_data_9,1000.0,0.9,0.6,9.0,61.10436192062749,49.92622053734261,33.76642508846626
cal_1000_0.9_0.6_monthly_data_10,1000.0,0.9,0.6,10.0,58.87137369772543,47.25226884761741,33.05051931330252
cal_1000_0.9_0.8_monthly_data_2,1000.0,0.9,0.8,2.0,67.6214112852588,51.869716894026624,37.57674606725231
cal_1000_0.9_0.8_monthly_data_3,1000.0,0.9,0.8,3.0,68.56855018911067,56.42274828862924,41.42967754257331
cal_1000_0.9_0.8_monthly_data_4,1000.0,0.9,0.8,4.0,69.45464906721351,57.24544405286358,39.64307532522864
cal_1000_0.9_0.8_monthly_data_5,1000.0,0.9,0.8,5.0,71.00629653395366,57.58365250557054,40.82108828752051
cal_1000_0.9_0.8_monthly_data_6,1000.0,0.9,0.8,6.0,65.93992321701576,52.092361691385655,39.03428115307177
cal_1000_0.9_0.8_monthly_data_7,1000.0,0.9,0.8,7.0,67.50492810419497,52.66417250744781,38.07731464967275
cal_1000_0.9_0.8_monthly_data_8,1000.0,0.9,0.8,8.0,65.25690764162054,52.03550673235276,37.01596019086087
cal_1000_0.9_0.8_monthly_data_9,1000.0,0.9,0.8,9.0,67.97473890341335,55.063647356852776,39.57443976580225
cal_1000_0.9_0.8_monthly_data_10,1000.0,0.9,0.8,10.0,69.228948790583,56.905448915599266,39.01858671367753
cal_1000_0.9_1_monthly_data_2,1000.0,0.9,1.0,2.0,72.53306274531482,58.92017803451436,41.80600056822207
cal_1000_0.9_1_monthly_data_3,1000.0,0.9,1.0,3.0,74.7009420558371,61.545597705345415,44.319892159340775
cal_1000_0.9_1_monthly_data_4,1000.0,0.9,1.0,4.0,74.0493660483966,62.95311976513415,44.0687521955725
cal_1000_0.9_1_monthly_data_5,1000.0,0.9,1.0,5.0,74.1769143811032,61.02137540306702,43.3240889796158
cal_1000_0.9_1_monthly_data_6,1000.0,0.9,1.0,6.0,71.085844298621,56.28457646655045,40.6610324957609
cal_1000_0.9_1_monthly_data_7,1000.0,0.9,1.0,7.0,72.87876469908944,59.222784975048235,42.12900953510939
cal_1000_0.9_1_monthly_data_8,1000.0,0.9,1.0,8.0,72.17348369713567,58.77197013698939,43.63950842401464
cal_1000_0.9_1_monthly_data_9,1000.0,0.9,1.0,9.0,71.40050785860669,58.1693306031386,41.55885951450617
cal_1000_0.9_1_monthly_data_10,1000.0,0.9,1.0,10.0,69.35979108041282,56.377590372215934,42.57149413497735
cal_1000_0.95_0.001_monthly_data_2,1000.0,0.95,0.001,2.0,0.0,0.0,0.0
